id_resposta;data_resposta;cidade;idade;canal_atendimento;nota_satisfacao;nota_atendimento;nota_preco;recomendaria;tempo_cliente_meses;comentario;tema_comentario;sentimento_comentario
222;2026-05-06;São Paulo;37;Loja física;3.0;2;3;Não;37;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
83;2026-05-15;Recife;37;Loja física;3.0;2;5;Sim;13;Muito satisfeito com a solução.;Solução satisfatória;Positivo
369;2026-05-15;Curitiba;71;Loja física;5.0;4;4;Sim;86;Demorou demais para me atenderem.;Demora no atendimento;Negativo
72;2026-05-13;Fortaleza;72;E-mail;5.0;5;4;Não;34;Atendente foi educado mas não resolveu meu problema.;Resolução não concluída;Negativo
410;2026-05-23;Curitiba;18;Telefone;4.0;5;5;Não;86;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
404;2026-04-08;Belo Horizonte;31;Loja física;5.0;4;2;Sim;47;;Sem comentário;Sem comentário
88;2026-05-04;Porto Alegre;62;Chat;4.0;1;2;Não;57;Demorou demais para me atenderem.;Demora no atendimento;Negativo
358;2026-04-21;Belo Horizonte;39;E-mail;4.0;4;1;Não;22;;Sem comentário;Sem comentário
65;2026-04-08;Rio de Janeiro;54;WhatsApp;4.0;3;3;Não;22;Ótima experiência do início ao fim.;Experiência excelente;Positivo
15;2026-04-10;Salvador;66;Loja física;4.0;4;1;Não;1;Ótima experiência do início ao fim.;Experiência excelente;Positivo
408;2026-04-14;Campinas;25;Telefone;4.0;5;3;Não;26;Ótima experiência do início ao fim.;Experiência excelente;Positivo
332;2026-05-01;Curitiba;52;Telefone;3.0;2;3;Sim;85;Tudo certo.;Tudo certo;Neutro
19;2026-05-15;Curitiba;32;Chat;;5;2;Não;30;Ótima experiência do início ao fim.;Experiência excelente;Positivo
331;2026-04-24;Salvador;55;E-mail;4.0;2;3;Não;32;Produto bom, mas a entrega atrasou.;Entrega atrasada;Negativo
267;2026-05-06;Campinas;36;Telefone;4.0;4;4;Sim;49;;Sem comentário;Sem comentário
349;2026-05-17;Curitiba;28;E-mail;4.0;5;4;Não;69;Atendimento excelente, resolveram rápido.;Resolução rápida;Positivo
154;2026-04-23;Belo Horizonte;20;WhatsApp;2.0;4;3;Não;21;Atendente foi educado mas não resolveu meu problema.;Resolução não concluída;Negativo
321;2026-04-03;Brasília;38;Loja física;5.0;5;3;Sim;88;;Sem comentário;Sem comentário
104;2026-05-11;São Paulo;57;E-mail;4.0;4;4;Não;30;Demorou demais para me atenderem.;Demora no atendimento;Negativo
370;2026-05-03;Recife;66;E-mail;3.0;3;5;Não;67;Tudo certo.;Tudo certo;Neutro
155;2026-05-12;Recife;67;Loja física;;3;3;Sim;83;Atendente foi educado mas não resolveu meu problema.;Resolução não concluída;Negativo
318;2026-05-01;Belo Horizonte;42;WhatsApp;4.0;3;5;Sim;23;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
121;2026-05-20;São Paulo;62;E-mail;4.0;5;3;Sim;47;Demorou demais para me atenderem.;Demora no atendimento;Negativo
390;2026-05-09;Porto Alegre;59;E-mail;4.0;4;4;Sim;8;Ótima experiência do início ao fim.;Experiência excelente;Positivo
282;2026-04-01;Curitiba;50;Loja física;4.0;4;4;Não;29;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
145;2026-05-19;Recife;36;WhatsApp;;5;5;Não;22;Ótima experiência do início ao fim.;Experiência excelente;Positivo
45;2026-04-19;São Paulo;63;Telefone;3.0;3;2;Não;88;;Sem comentário;Sem comentário
114;2026-04-06;Brasília;74;Loja física;3.0;2;3;Não;22;Preço alto comparado à concorrência.;Preço alto;Negativo
135;2026-04-04;Fortaleza;32;Chat;4.0;4;2;Não;15;Preço alto comparado à concorrência.;Preço alto;Negativo
221;2026-04-21;São Paulo;29;E-mail;3.0;3;3;Sim;51;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
141;2026-04-07;Recife;25;Loja física;5.0;5;3;Sim;40;Atendimento excelente, resolveram rápido.;Resolução rápida;Positivo
94;2026-05-20;Fortaleza;66;E-mail;3.0;3;4;Sim;37;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
102;2026-04-11;Rio de Janeiro;51;Telefone;4.0;4;3;Não;84;Produto bom, mas a entrega atrasou.;Entrega atrasada;Negativo
211;2026-04-08;Rio de Janeiro;30;WhatsApp;2.0;3;3;Não;27;Tudo certo.;Tudo certo;Neutro
134;2026-04-22;Salvador;73;Telefone;5.0;4;2;Não;40;Atendente foi educado mas não resolveu meu problema.;Resolução não concluída;Negativo
80;2026-05-16;Salvador;29;Chat;4.0;3;4;Não;15;Demorou demais para me atenderem.;Demora no atendimento;Negativo
411;2026-04-05;Rio de Janeiro;64;Chat;3.0;2;3;Não;38;Preço alto comparado à concorrência.;Preço alto;Negativo
116;2026-05-24;Salvador;23;Telefone;4.0;3;1;Sim;59;Atendente foi educado mas não resolveu meu problema.;Resolução não concluída;Negativo
290;2026-05-11;Recife;55;Chat;4.0;5;5;Não;80;Produto bom, mas a entrega atrasou.;Entrega atrasada;Negativo
396;2026-04-16;Campinas;;Telefone;5.0;4;3;Sim;65;Demorou demais para me atenderem.;Demora no atendimento;Negativo
207;2026-04-05;Campinas;38;WhatsApp;4.0;4;2;Sim;39;Ótima experiência do início ao fim.;Experiência excelente;Positivo
185;2026-05-16;Rio de Janeiro;34;WhatsApp;5.0;5;3;Não;37;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
328;2026-04-14;Curitiba;44;Chat;4.0;3;3;Não;48;Demorou demais para me atenderem.;Demora no atendimento;Negativo
275;2026-04-14;Salvador;56;WhatsApp;5.0;5;2;Não;41;Preço alto comparado à concorrência.;Preço alto;Negativo
243;2026-05-22;Fortaleza;21;WhatsApp;4.0;4;2;Não;90;Tudo certo.;Tudo certo;Neutro
338;2026-04-25;Porto Alegre;47;Telefone;4.0;5;2;Sim;39;Ótima experiência do início ao fim.;Experiência excelente;Positivo
10;2026-05-23;Fortaleza;43;E-mail;4.0;4;3;Sim;96;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
46;2026-05-07;Rio de Janeiro;60;Loja física;5.0;4;3;Sim;93;Preço alto comparado à concorrência.;Preço alto;Negativo
298;2026-04-18;Rio de Janeiro;65;Chat;4.0;5;4;Sim;58;Preço alto comparado à concorrência.;Preço alto;Negativo
355;2026-05-04;Salvador;26;WhatsApp;5.0;4;3;Não;84;Atendente foi educado mas não resolveu meu problema.;Resolução não concluída;Negativo
37;2026-05-06;Recife;53;Telefone;4.0;4;1;Sim;20;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
49;2026-05-14;Fortaleza;46;Loja física;4.0;5;2;Sim;22;;Sem comentário;Sem comentário
146;2026-05-15;Recife;72;E-mail;4.0;5;1;Não;68;Demorou demais para me atenderem.;Demora no atendimento;Negativo
123;2026-04-22;Campinas;19;Chat;4.0;4;3;Sim;73;Muito satisfeito com a solução.;Solução satisfatória;Positivo
307;2026-04-02;Fortaleza;19;E-mail;3.0;3;4;Sim;55;Muito satisfeito com a solução.;Solução satisfatória;Positivo
345;2026-04-05;Campinas;57;Chat;4.0;5;2;Não;62;Atendimento excelente, resolveram rápido.;Resolução rápida;Positivo
314;2026-04-28;Rio de Janeiro;26;Loja física;3.0;2;4;Não;55;Atendente foi educado mas não resolveu meu problema.;Resolução não concluída;Negativo
198;2026-05-05;Salvador;64;WhatsApp;3.0;3;3;Não;66;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
258;2026-04-17;Curitiba;57;Chat;3.0;4;4;Não;51;Demorou demais para me atenderem.;Demora no atendimento;Negativo
140;2026-04-25;Rio de Janeiro;35;WhatsApp;4.0;5;3;Não;54;Preço alto comparado à concorrência.;Preço alto;Negativo
398;2026-05-19;Salvador;73;Telefone;2.0;2;3;Sim;41;;Sem comentário;Sem comentário
356;2026-05-06;Campinas;70;WhatsApp;3.0;2;4;Sim;38;Produto bom, mas a entrega atrasou.;Entrega atrasada;Negativo
108;2026-05-21;Porto Alegre;60;WhatsApp;4.0;3;5;Sim;70;Produto bom, mas a entrega atrasou.;Entrega atrasada;Negativo
9;2026-05-08;Curitiba;70;Chat;3.0;3;2;Sim;28;Ótima experiência do início ao fim.;Experiência excelente;Positivo
348;2026-04-09;Salvador;56;Telefone;3.0;4;3;Não;8;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
407;2026-04-07;Recife;60;Loja física;3.0;5;2;Não;90;Produto bom, mas a entrega atrasou.;Entrega atrasada;Negativo
394;2026-04-16;Porto Alegre;64;E-mail;3.0;3;5;Não;84;Demorou demais para me atenderem.;Demora no atendimento;Negativo
192;2026-04-28;Brasília;27;E-mail;4.0;5;1;Sim;29;Atendente foi educado mas não resolveu meu problema.;Resolução não concluída;Negativo
235;2026-05-10;Belo Horizonte;67;Chat;3.0;2;1;Não;58;Tudo certo.;Tudo certo;Neutro
22;2026-04-04;Recife;40;WhatsApp;2.0;3;5;Sim;84;;Sem comentário;Sem comentário
403;2026-05-24;Belo Horizonte;39;Chat;3.0;2;1;Sim;52;Atendimento excelente, resolveram rápido.;Resolução rápida;Positivo
273;2026-04-16;Porto Alegre;33;Loja física;4.0;5;3;Não;14;Produto bom, mas a entrega atrasou.;Entrega atrasada;Negativo
372;2026-04-19;Fortaleza;29;E-mail;4.0;4;3;Sim;6;Tudo certo.;Tudo certo;Neutro
340;2026-04-09;Recife;72;Loja física;3.0;3;4;Sim;13;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
79;2026-04-02;Porto Alegre;62;WhatsApp;5.0;5;1;Sim;74;Preço alto comparado à concorrência.;Preço alto;Negativo
47;2026-05-17;Recife;38;Chat;5.0;4;3;Sim;54;;Sem comentário;Sem comentário
373;2026-05-03;Belo Horizonte;;Chat;5.0;5;3;Sim;9;Demorou demais para me atenderem.;Demora no atendimento;Negativo
383;2026-05-09;Brasília;43;Telefone;3.0;2;5;Não;77;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
342;2026-04-21;Campinas;34;Telefone;5.0;5;4;Sim;83;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
389;2026-05-22;Campinas;56;Chat;5.0;5;5;Não;9;Atendente foi educado mas não resolveu meu problema.;Resolução não concluída;Negativo
220;2026-05-06;Fortaleza;48;Chat;4.0;4;3;Sim;8;Demorou demais para me atenderem.;Demora no atendimento;Negativo
384;2026-05-06;Brasília;40;E-mail;3.0;2;1;Não;96;Demorou demais para me atenderem.;Demora no atendimento;Negativo
136;2026-04-19;Brasília;;Loja física;4.0;3;3;Não;4;Ótima experiência do início ao fim.;Experiência excelente;Positivo
202;2026-05-07;São Paulo;36;Loja física;5.0;5;5;Sim;87;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
388;2026-04-09;Porto Alegre;61;Loja física;5.0;4;1;Sim;1;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
111;2026-05-27;São Paulo;54;Loja física;4.0;3;3;Não;30;Ótima experiência do início ao fim.;Experiência excelente;Positivo
64;2026-05-02;Rio de Janeiro;67;Telefone;2.0;2;4;Não;80;Produto bom, mas a entrega atrasou.;Entrega atrasada;Negativo
293;2026-04-21;Belo Horizonte;49;E-mail;3.0;3;3;Não;80;Atendimento excelente, resolveram rápido.;Resolução rápida;Positivo
93;2026-05-04;São Paulo;60;WhatsApp;4.0;4;3;Sim;67;Atendente foi educado mas não resolveu meu problema.;Resolução não concluída;Negativo
246;2026-05-07;Rio de Janeiro;46;Telefone;4.0;4;4;Sim;7;Preço alto comparado à concorrência.;Preço alto;Negativo
63;2026-05-15;Recife;35;Chat;4.0;4;2;Não;3;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
1;2026-04-21;Porto Alegre;33;E-mail;4.0;4;4;Sim;95;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
28;2026-04-02;Fortaleza;50;E-mail;;5;2;Não;11;Produto bom, mas a entrega atrasou.;Entrega atrasada;Negativo
401;2026-05-01;Curitiba;19;E-mail;4.0;4;3;Não;40;Produto bom, mas a entrega atrasou.;Entrega atrasada;Negativo
251;2026-05-01;Campinas;55;Chat;3.0;2;2;Não;30;Tudo certo.;Tudo certo;Neutro
178;2026-05-24;Salvador;29;WhatsApp;2.0;2;2;Não;11;Tudo certo.;Tudo certo;Neutro
188;2026-05-26;Curitiba;25;E-mail;5.0;5;3;Não;4;Atendente foi educado mas não resolveu meu problema.;Resolução não concluída;Negativo
149;2026-04-25;Fortaleza;47;Loja física;2.0;3;3;Não;83;;Sem comentário;Sem comentário
240;2026-04-24;Fortaleza;32;E-mail;4.0;4;3;Sim;18;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
385;2026-04-10;São Paulo;28;E-mail;3.0;2;5;Sim;29;;Sem comentário;Sem comentário
382;2026-04-06;São Paulo;33;WhatsApp;;4;3;Não;91;Muito satisfeito com a solução.;Solução satisfatória;Positivo
366;2026-04-12;Rio de Janeiro;;WhatsApp;4.0;4;1;Sim;27;Produto bom, mas a entrega atrasou.;Entrega atrasada;Negativo
159;2026-05-12;Curitiba;39;E-mail;5.0;5;4;Sim;20;Demorou demais para me atenderem.;Demora no atendimento;Negativo
144;2026-05-17;Recife;73;WhatsApp;;1;1;Não;74;Tudo certo.;Tudo certo;Neutro
274;2026-04-10;Salvador;;WhatsApp;5.0;5;5;Não;57;Atendente foi educado mas não resolveu meu problema.;Resolução não concluída;Negativo
60;2026-04-26;Curitiba;35;WhatsApp;;5;5;Não;86;;Sem comentário;Sem comentário
203;2026-04-10;Recife;26;Chat;3.0;2;1;Não;6;Tudo certo.;Tudo certo;Neutro
357;2026-04-06;Campinas;43;Telefone;3.0;3;3;Não;79;Muito satisfeito com a solução.;Solução satisfatória;Positivo
209;2026-05-19;São Paulo;56;Chat;5.0;5;2;Não;74;Muito satisfeito com a solução.;Solução satisfatória;Positivo
368;2026-04-09;Brasília;42;Chat;1.0;3;3;Não;6;Preço alto comparado à concorrência.;Preço alto;Negativo
150;2026-05-20;Salvador;27;Telefone;3.0;3;2;Sim;39;Preço alto comparado à concorrência.;Preço alto;Negativo
124;2026-04-03;Curitiba;70;Chat;3.0;3;4;Não;1;Preço alto comparado à concorrência.;Preço alto;Negativo
312;2026-05-04;Porto Alegre;26;E-mail;1.0;1;2;Sim;68;Ótima experiência do início ao fim.;Experiência excelente;Positivo
17;2026-05-24;Brasília;67;E-mail;4.0;3;3;Não;22;Preço alto comparado à concorrência.;Preço alto;Negativo
225;2026-05-28;Brasília;38;WhatsApp;3.0;3;1;Sim;18;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
386;2026-05-07;Recife;50;Telefone;5.0;4;5;Sim;83;Produto bom, mas a entrega atrasou.;Entrega atrasada;Negativo
230;2026-04-22;Fortaleza;51;Telefone;3.0;4;4;Sim;8;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
309;2026-04-22;Recife;58;E-mail;5.0;4;2;Sim;91;Demorou demais para me atenderem.;Demora no atendimento;Negativo
362;2026-05-01;Rio de Janeiro;22;E-mail;5.0;5;4;Sim;94;Demorou demais para me atenderem.;Demora no atendimento;Negativo
344;2026-04-16;Recife;29;E-mail;3.0;3;1;Não;36;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
98;2026-04-17;Porto Alegre;67;Chat;3.0;3;4;Não;35;Atendimento excelente, resolveram rápido.;Resolução rápida;Positivo
126;2026-04-12;Salvador;19;Chat;;4;3;Sim;54;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
62;2026-04-19;Recife;26;E-mail;;4;4;Não;42;Muito satisfeito com a solução.;Solução satisfatória;Positivo
82;2026-04-08;Recife;;Loja física;5.0;4;3;Não;49;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
247;2026-04-13;Curitiba;69;Loja física;5.0;5;1;Sim;43;Preço alto comparado à concorrência.;Preço alto;Negativo
325;2026-05-03;Campinas;58;WhatsApp;5.0;4;2;Não;8;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
57;2026-04-05;Recife;62;E-mail;4.0;3;2;Não;43;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
20;2026-04-08;São Paulo;32;Telefone;3.0;3;4;Sim;66;Muito satisfeito com a solução.;Solução satisfatória;Positivo
87;2026-04-09;São Paulo;28;Loja física;4.0;5;2;Não;37;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
327;2026-04-02;São Paulo;48;WhatsApp;2.0;3;4;Não;71;;Sem comentário;Sem comentário
138;2026-05-22;Belo Horizonte;65;Telefone;3.0;2;5;Sim;49;Tudo certo.;Tudo certo;Neutro
317;2026-04-21;Fortaleza;42;E-mail;4.0;4;3;Não;10;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
35;2026-05-05;Campinas;31;E-mail;3.0;2;3;Não;65;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
297;2026-04-04;Brasília;70;Loja física;4.0;5;4;Sim;93;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
139;2026-05-15;Salvador;37;Loja física;4.0;3;5;Sim;20;Produto bom, mas a entrega atrasou.;Entrega atrasada;Negativo
255;2026-04-08;Belo Horizonte;18;Loja física;5.0;5;4;Sim;80;;Sem comentário;Sem comentário
77;2026-04-04;Curitiba;65;Chat;3.0;4;2;Não;77;Preço alto comparado à concorrência.;Preço alto;Negativo
27;2026-05-23;Curitiba;36;Telefone;4.0;2;3;Não;8;Atendente foi educado mas não resolveu meu problema.;Resolução não concluída;Negativo
289;2026-04-04;Salvador;30;Telefone;3.0;3;3;Não;68;;Sem comentário;Sem comentário
44;2026-04-09;Campinas;45;Chat;3.0;2;3;Não;15;Tudo certo.;Tudo certo;Neutro
97;2026-05-17;Fortaleza;48;WhatsApp;4.0;4;3;Não;25;Ótima experiência do início ao fim.;Experiência excelente;Positivo
84;2026-04-21;Rio de Janeiro;28;E-mail;4.0;3;4;Sim;1;Tudo certo.;Tudo certo;Neutro
253;2026-05-24;Belo Horizonte;64;E-mail;4.0;4;2;Não;63;Produto bom, mas a entrega atrasou.;Entrega atrasada;Negativo
367;2026-05-21;Fortaleza;72;Chat;5.0;5;4;Não;63;;Sem comentário;Sem comentário
186;2026-04-07;Rio de Janeiro;46;WhatsApp;3.0;3;2;Sim;41;;Sem comentário;Sem comentário
74;2026-04-25;Fortaleza;59;WhatsApp;4.0;5;1;Sim;38;Muito satisfeito com a solução.;Solução satisfatória;Positivo
374;2026-05-13;Salvador;72;Loja física;5.0;5;4;Sim;90;Ótima experiência do início ao fim.;Experiência excelente;Positivo
249;2026-05-11;Fortaleza;52;Chat;4.0;3;3;Não;64;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
248;2026-04-01;Rio de Janeiro;65;E-mail;2.0;2;3;Não;31;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
234;2026-04-19;Recife;40;Loja física;4.0;4;4;Sim;61;Atendimento excelente, resolveram rápido.;Resolução rápida;Positivo
272;2026-05-05;Porto Alegre;49;Telefone;4.0;5;1;Não;54;Preço alto comparado à concorrência.;Preço alto;Negativo
137;2026-05-22;Belo Horizonte;35;Chat;4.0;4;4;Sim;19;Ótima experiência do início ao fim.;Experiência excelente;Positivo
296;2026-04-09;Porto Alegre;28;Loja física;5.0;5;3;Não;71;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
50;2026-05-03;Campinas;39;E-mail;2.0;2;3;Não;19;Atendimento excelente, resolveram rápido.;Resolução rápida;Positivo
208;2026-05-11;Campinas;37;Telefone;4.0;5;5;Sim;15;Tudo certo.;Tudo certo;Neutro
419;2026-05-16;Recife;27;Loja física;;4;5;Sim;21;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
417;2026-05-16;Recife;46;Telefone;4.0;3;3;Não;2;;Sem comentário;Sem comentário
133;2026-04-03;Recife;24;E-mail;2.0;3;3;Não;72;Atendente foi educado mas não resolveu meu problema.;Resolução não concluída;Negativo
51;2026-04-02;Campinas;72;WhatsApp;4.0;4;2;Sim;74;Muito satisfeito com a solução.;Solução satisfatória;Positivo
239;2026-04-08;Rio de Janeiro;56;WhatsApp;4.0;5;3;Sim;7;Muito satisfeito com a solução.;Solução satisfatória;Positivo
53;2026-05-06;Brasília;33;WhatsApp;5.0;5;2;Não;86;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
81;2026-05-13;Campinas;58;E-mail;3.0;3;4;Não;39;Demorou demais para me atenderem.;Demora no atendimento;Negativo
32;2026-04-20;Brasília;31;Chat;3.0;3;1;Não;9;Muito satisfeito com a solução.;Solução satisfatória;Positivo
122;2026-05-22;Salvador;21;Chat;4.0;5;3;Sim;59;Demorou demais para me atenderem.;Demora no atendimento;Negativo
212;2026-05-17;São Paulo;63;Loja física;3.0;2;1;Não;85;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
352;2026-04-10;São Paulo;23;E-mail;4.0;4;2;Sim;68;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
303;2026-05-25;Belo Horizonte;54;WhatsApp;2.0;3;4;Não;52;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
197;2026-04-15;São Paulo;28;WhatsApp;5.0;4;3;Sim;44;Ótima experiência do início ao fim.;Experiência excelente;Positivo
89;2026-04-20;Salvador;56;Telefone;4.0;3;5;Sim;74;Ótima experiência do início ao fim.;Experiência excelente;Positivo
326;2026-04-28;Belo Horizonte;34;Loja física;2.0;2;1;Não;66;Atendimento excelente, resolveram rápido.;Resolução rápida;Positivo
324;2026-05-17;Salvador;26;Telefone;2.0;2;2;Não;35;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
256;2026-05-22;Fortaleza;19;Loja física;3.0;3;5;Sim;3;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
381;2026-04-27;Belo Horizonte;22;Loja física;3.0;4;3;Não;73;Atendimento excelente, resolveram rápido.;Resolução rápida;Positivo
59;2026-05-28;São Paulo;40;WhatsApp;4.0;5;3;Não;69;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
34;2026-05-22;Rio de Janeiro;74;Chat;4.0;3;2;Sim;96;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
39;2026-04-07;Rio de Janeiro;40;WhatsApp;4.0;4;3;Sim;20;Muito satisfeito com a solução.;Solução satisfatória;Positivo
360;2026-04-24;Recife;46;E-mail;3.0;4;4;Não;49;Atendente foi educado mas não resolveu meu problema.;Resolução não concluída;Negativo
52;2026-05-23;Recife;33;Telefone;4.0;4;2;Sim;55;Muito satisfeito com a solução.;Solução satisfatória;Positivo
364;2026-04-14;Rio de Janeiro;39;E-mail;4.0;4;3;Não;93;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
261;2026-05-03;Salvador;54;Loja física;4.0;3;3;Sim;28;Ótima experiência do início ao fim.;Experiência excelente;Positivo
103;2026-05-03;Salvador;57;Telefone;5.0;5;4;Sim;69;Tudo certo.;Tudo certo;Neutro
196;2026-04-21;Brasília;36;WhatsApp;4.0;4;2;Sim;52;Preço alto comparado à concorrência.;Preço alto;Negativo
168;2026-05-25;Campinas;18;Telefone;5.0;4;4;Sim;71;Ótima experiência do início ao fim.;Experiência excelente;Positivo
294;2026-05-28;Fortaleza;26;WhatsApp;5.0;5;2;Não;84;Poderia melhorar o prazo de resposta.;Prazo de resposta;Negativo
117;2026-05-22;Recife;70;Telefone;3.0;3;3;Não;4;Ótima experiência do início ao fim.;Experiência excelente;Positivo
125;2026-04-28;Brasília;34;Telefone;5.0;5;5;Sim;17;Atendimento excelente, resolveram rápido.;Resolução rápida;Positivo
405;2026-04-26;Porto Alegre;67;Loja física;;4;3;Sim;85;Demorou demais para me atenderem.;Demora no atendimento;Negativo
219;2026-04-08;Recife;39;Telefone;5.0;5;3;Sim;1;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
288;2026-04-01;Campinas;45;Telefone;2.0;3;5;Não;9;Ótima experiência do início ao fim.;Experiência excelente;Positivo
320;2026-05-10;Recife;23;Loja física;4.0;4;4;Não;11;Preço alto comparado à concorrência.;Preço alto;Negativo
48;2026-04-13;Campinas;37;Loja física;5.0;4;3;Não;37;Muito satisfeito com a solução.;Solução satisfatória;Positivo
214;2026-05-21;Fortaleza;30;Chat;2.0;2;5;Não;37;Muito satisfeito com a solução.;Solução satisfatória;Positivo
96;2026-05-18;Curitiba;71;WhatsApp;2.0;2;4;Sim;64;Preço alto comparado à concorrência.;Preço alto;Negativo
163;2026-05-12;Porto Alegre;67;Loja física;3.0;2;5;Sim;26;Ótima experiência do início ao fim.;Experiência excelente;Positivo
264;2026-05-27;Brasília;39;E-mail;2.0;2;3;Sim;65;Atendente foi educado mas não resolveu meu problema.;Resolução não concluída;Negativo
361;2026-05-18;Fortaleza;68;E-mail;3.0;3;3;Sim;5;Preço alto comparado à concorrência.;Preço alto;Negativo
76;2026-05-11;Fortaleza;35;Chat;5.0;5;2;Sim;25;Atendente foi educado mas não resolveu meu problema.;Resolução não concluída;Negativo
300;2026-05-28;Campinas;26;E-mail;4.0;5;2;Não;45;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
23;2026-04-04;Salvador;69;E-mail;4.0;5;3;Não;58;Produto bom, mas a entrega atrasou.;Entrega atrasada;Negativo
73;2026-05-09;São Paulo;51;Telefone;3.0;3;2;Não;63;Não recomendo o suporte por telefone.;Suporte por telefone;Negativo
16;2026-05-11;Rio de Janeiro;41;E-mail;;3;4;Não;11;Demorou demais para me atenderem.;Demora no atendimento;Negativo
169;2026-05-17;Porto Alegre;33;Telefone;;3;2;Não;82;Ótima experiência do início ao fim.;Experiência excelente;Positivo
