id_avaliacao;data_avaliacao;mes_referencia;id_cliente;nota_nps;canal;dispositivo;categoria_compra;valor_pedido;uf;primeiro_pedido;arquivo_origem
202604-00428;2026-04-18;2026-04;C20686;10;app;Android;Beleza;84.84;SP;Nao;nps_ecommerce_2026-04.csv
202604-00465;2026-04-18;2026-04;C31204;8;app;iOS;Eletrônicos;183.46;SP;Nao;nps_ecommerce_2026-04.csv
202604-00558;2026-04-18;2026-04;C31140;10;site;Android;Moda;334.94;RS;Sim;nps_ecommerce_2026-04.csv
202604-00563;2026-04-18;2026-04;C15510;8;app;iOS;Mercado;71.45;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00571;2026-04-18;2026-04;C24802;6;site;Desktop;Mercado;137.52;PE;Nao;nps_ecommerce_2026-04.csv
202604-00611;2026-04-18;2026-04;C13774;7;app;Android;Livros;404.87;SP;Nao;nps_ecommerce_2026-04.csv
202604-00683;2026-04-18;2026-04;C33810;8;site;Android;Casa E Decoração;66.5;MG;Nao;nps_ecommerce_2026-04.csv
202604-00742;2026-04-18;2026-04;C33388;8;app;Android;Mercado;179.59;SP;Sim;nps_ecommerce_2026-04.csv
202604-00749;2026-04-18;2026-04;C17079;7;marketplace;iOS;Livros;71.46;SP;Nao;nps_ecommerce_2026-04.csv
202604-00754;2026-04-18;2026-04;C13604;8;app;Android;Casa E Decoração;167.05;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00064;2026-04-19;2026-04;C27837;10;site;Android;Beleza;362.51;RS;Nao;nps_ecommerce_2026-04.csv
202604-00070;2026-04-19;2026-04;C15279;10;app;Android;Esporte;76.72;SP;Sim;nps_ecommerce_2026-04.csv
202604-00095;2026-04-19;2026-04;C21406;10;site;Desktop;Moda;123.33;DF;Sim;nps_ecommerce_2026-04.csv
202604-00096;2026-04-19;2026-04;C10152;9;app;Android;Eletrônicos;400.03;PE;Sim;nps_ecommerce_2026-04.csv
202604-00098;2026-04-19;2026-04;C25847;9;site;Android;Mercado;35.43;PE;Nao;nps_ecommerce_2026-04.csv
202604-00165;2026-04-19;2026-04;C30490;7;app;Android;Esporte;129.06;PR;Nao;nps_ecommerce_2026-04.csv
202604-00228;2026-04-19;2026-04;C35798;7;site;Desktop;Livros;114.05;SP;Nao;nps_ecommerce_2026-04.csv
202604-00254;2026-04-19;2026-04;C18022;10;app;iOS;Casa E Decoração;107.43;RS;Nao;nps_ecommerce_2026-04.csv
202604-00258;2026-04-19;2026-04;C14318;5;marketplace;Desktop;Livros;48.23;CE;Nao;nps_ecommerce_2026-04.csv
202604-00281;2026-04-19;2026-04;C22024;8;app;iOS;Beleza;128.23;DF;Nao;nps_ecommerce_2026-04.csv
202604-00287;2026-04-19;2026-04;C15540;10;app;Android;Casa E Decoração;148.56;CE;Sim;nps_ecommerce_2026-04.csv
202604-00387;2026-04-19;2026-04;C11917;9;site;Android;Livros;173.09;MG;Sim;nps_ecommerce_2026-04.csv
202604-00400;2026-04-19;2026-04;C39529;7;marketplace;Android;Eletrônicos;139.14;PR;Sim;nps_ecommerce_2026-04.csv
202604-00401;2026-04-19;2026-04;C21397;10;app;Desktop;Mercado;110.37;RS;Sim;nps_ecommerce_2026-04.csv
202604-00427;2026-04-19;2026-04;C12783;8;app;iOS;Casa E Decoração;60.25;RS;Sim;nps_ecommerce_2026-04.csv
202604-00429;2026-04-19;2026-04;C10728;8;app;Android;Beleza;60.58;CE;Nao;nps_ecommerce_2026-04.csv
202604-00467;2026-04-19;2026-04;C13845;10;marketplace;Nao informado;Esporte;46.8;MG;Nao;nps_ecommerce_2026-04.csv
202604-00484;2026-04-19;2026-04;C39192;10;site;iOS;Eletrônicos;79.81;RS;Sim;nps_ecommerce_2026-04.csv
202604-00498;2026-04-19;2026-04;C11563;5;site;Desktop;Esporte;156.73;RS;Sim;nps_ecommerce_2026-04.csv
202604-00513;2026-04-19;2026-04;C20349;7;site;iOS;Livros;167.91;PE;Nao;nps_ecommerce_2026-04.csv
202604-00574;2026-04-19;2026-04;C12291;6;app;Android;Eletrônicos;217.2;DF;Sim;nps_ecommerce_2026-04.csv
202604-00601;2026-04-19;2026-04;C35867;8;site;Desktop;Moda;204.36;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00603;2026-04-19;2026-04;C24281;10;app;Android;Casa E Decoração;226.13;RS;Nao;nps_ecommerce_2026-04.csv
202604-00619;2026-04-19;2026-04;C39027;6;marketplace;Android;Mercado;99.9;DF;Nao;nps_ecommerce_2026-04.csv
202604-00625;2026-04-19;2026-04;C11348;5;site;Android;Beleza;48.15;PR;Nao;nps_ecommerce_2026-04.csv
202604-00633;2026-04-19;2026-04;C35754;10;app;Android;Mercado;170.35;DF;Nao;nps_ecommerce_2026-04.csv
202604-00691;2026-04-19;2026-04;C31712;10;app;iOS;Mercado;104.31;SP;Sim;nps_ecommerce_2026-04.csv
202604-00722;2026-04-19;2026-04;C17279;10;site;iOS;Mercado;248.79;SP;Nao;nps_ecommerce_2026-04.csv
202604-00731;2026-04-19;2026-04;C14507;10;app;Android;Moda;85.28;MG;Sim;nps_ecommerce_2026-04.csv
202604-00073;2026-04-20;2026-04;C14676;10;app;Desktop;Moda;71.54;PE;Nao;nps_ecommerce_2026-04.csv
202604-00077;2026-04-20;2026-04;C27671;9;app;Desktop;Mercado;553.08;MG;Nao;nps_ecommerce_2026-04.csv
202604-00106;2026-04-20;2026-04;C20335;10;site;Desktop;Esporte;79.29;BA;Nao;nps_ecommerce_2026-04.csv
202604-00111;2026-04-20;2026-04;C21242;10;app;Android;Moda;93.6;CE;Nao;nps_ecommerce_2026-04.csv
202604-00138;2026-04-20;2026-04;C24836;7;app;Android;Moda;39.79;CE;Nao;nps_ecommerce_2026-04.csv
202604-00156;2026-04-20;2026-04;C38076;9;site;Android;Casa E Decoração;50.5;SP;Sim;nps_ecommerce_2026-04.csv
202604-00169;2026-04-20;2026-04;C17887;9;site;iOS;Mercado;512.99;BA;Nao;nps_ecommerce_2026-04.csv
202604-00210;2026-04-20;2026-04;C34095;10;app;Android;Beleza;89.83;SP;Sim;nps_ecommerce_2026-04.csv
202604-00219;2026-04-20;2026-04;C15239;6;site;Android;Mercado;75.61;DF;Sim;nps_ecommerce_2026-04.csv
202604-00225;2026-04-20;2026-04;C30599;7;marketplace;Desktop;Eletrônicos;61.43;RS;Sim;nps_ecommerce_2026-04.csv
202604-00234;2026-04-20;2026-04;C17625;7;app;Desktop;Eletrônicos;213.93;MG;Sim;nps_ecommerce_2026-04.csv
202604-00268;2026-04-20;2026-04;C13563;7;marketplace;Android;Mercado;71.78;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00331;2026-04-20;2026-04;C12884;4;site;Android;Casa E Decoração;205.11;CE;Nao;nps_ecommerce_2026-04.csv
202604-00374;2026-04-20;2026-04;C31014;8;app;Android;Mercado;68.58;SP;Nao;nps_ecommerce_2026-04.csv
202604-00376;2026-04-20;2026-04;C29827;5;app;iOS;Livros;71.24;BA;Nao;nps_ecommerce_2026-04.csv
202604-00417;2026-04-20;2026-04;C13156;10;app;Android;Esporte;54.75;SP;Nao;nps_ecommerce_2026-04.csv
202604-00436;2026-04-20;2026-04;C26887;9;app;Android;Moda;123.19;RS;Sim;nps_ecommerce_2026-04.csv
202604-00475;2026-04-20;2026-04;C22482;8;app;Android;Casa E Decoração;121.45;DF;Sim;nps_ecommerce_2026-04.csv
202604-00479;2026-04-20;2026-04;C37183;8;app;iOS;Casa E Decoração;116.01;RS;Nao;nps_ecommerce_2026-04.csv
202604-00516;2026-04-20;2026-04;C37965;10;site;Android;Moda;241.1;BA;Nao;nps_ecommerce_2026-04.csv
202604-00518;2026-04-20;2026-04;C16789;6;site;Android;Livros;175.17;MG;Nao;nps_ecommerce_2026-04.csv
202604-00561;2026-04-20;2026-04;C20499;6;app;iOS;Mercado;62.18;DF;Sim;nps_ecommerce_2026-04.csv
202604-00595;2026-04-20;2026-04;C24369;5;marketplace;Android;Esporte;74.94;SP;Sim;nps_ecommerce_2026-04.csv
202604-00607;2026-04-20;2026-04;C32689;6;site;Android;Casa E Decoração;46.21;CE;Nao;nps_ecommerce_2026-04.csv
202604-00668;2026-04-20;2026-04;C20628;10;app;Android;Livros;25.21;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00684;2026-04-20;2026-04;C25756;10;app;iOS;Beleza;198.05;DF;Sim;nps_ecommerce_2026-04.csv
202604-00709;2026-04-20;2026-04;C25877;8;site;Android;Eletrônicos;40.64;PR;Nao;nps_ecommerce_2026-04.csv
202604-00724;2026-04-20;2026-04;C20490;9;app;Desktop;Eletrônicos;123.56;SP;Nao;nps_ecommerce_2026-04.csv
202604-00773;2026-04-20;2026-04;C25084;8;app;Android;Eletrônicos;35.04;SP;Nao;nps_ecommerce_2026-04.csv
202604-00038;2026-04-21;2026-04;C36763;9;app;Android;Moda;95.97;PE;Sim;nps_ecommerce_2026-04.csv
202604-00056;2026-04-21;2026-04;C11022;6;marketplace;Android;Mercado;402.7;DF;Sim;nps_ecommerce_2026-04.csv
202604-00123;2026-04-21;2026-04;C22958;7;site;Android;Mercado;88.48;SP;Nao;nps_ecommerce_2026-04.csv
202604-00130;2026-04-21;2026-04;C34540;6;site;Android;Esporte;444.91;CE;Nao;nps_ecommerce_2026-04.csv
202604-00200;2026-04-21;2026-04;C14540;6;site;Android;Moda;269.86;PR;Sim;nps_ecommerce_2026-04.csv
202604-00251;2026-04-21;2026-04;C39233;10;app;iOS;Casa E Decoração;204.28;RS;Nao;nps_ecommerce_2026-04.csv
202604-00277;2026-04-21;2026-04;C10514;10;app;Desktop;Livros;227.65;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00315;2026-04-21;2026-04;C16655;7;site;iOS;Beleza;120.29;RS;Sim;nps_ecommerce_2026-04.csv
202604-00349;2026-04-21;2026-04;C12973;4;app;Nao informado;Livros;1092.72;PR;Nao;nps_ecommerce_2026-04.csv
202604-00364;2026-04-21;2026-04;C31169;10;app;Android;Livros;174.4;BA;Nao;nps_ecommerce_2026-04.csv
202604-00381;2026-04-21;2026-04;C39963;9;app;iOS;Beleza;147.55;PE;Sim;nps_ecommerce_2026-04.csv
202604-00389;2026-04-21;2026-04;C12517;9;app;Android;Moda;85.09;DF;Sim;nps_ecommerce_2026-04.csv
202604-00441;2026-04-21;2026-04;C15262;9;app;Android;Beleza;125.92;RS;Sim;nps_ecommerce_2026-04.csv
202604-00444;2026-04-21;2026-04;C37935;4;site;Android;Mercado;68.04;MG;Sim;nps_ecommerce_2026-04.csv
202604-00461;2026-04-21;2026-04;C20012;8;app;iOS;Moda;94.61;PR;Sim;nps_ecommerce_2026-04.csv
202604-00507;2026-04-21;2026-04;C17922;7;app;Android;Mercado;124.45;MG;Sim;nps_ecommerce_2026-04.csv
202604-00536;2026-04-21;2026-04;C16721;7;site;Android;Esporte;115.57;CE;Nao;nps_ecommerce_2026-04.csv
202604-00555;2026-04-21;2026-04;C25103;5;site;Android;Moda;288.61;DF;Nao;nps_ecommerce_2026-04.csv
202604-00569;2026-04-21;2026-04;C35729;7;app;Android;Beleza;60.17;DF;Sim;nps_ecommerce_2026-04.csv
202604-00588;2026-04-21;2026-04;C32056;9;app;iOS;Casa E Decoração;93.82;PE;Nao;nps_ecommerce_2026-04.csv
202604-00627;2026-04-21;2026-04;C12486;9;app;iOS;Mercado;101.65;RS;Sim;nps_ecommerce_2026-04.csv
202604-00640;2026-04-21;2026-04;C39318;5;site;iOS;Livros;126.27;CE;Sim;nps_ecommerce_2026-04.csv
202604-00665;2026-04-21;2026-04;C20362;7;app;Nao informado;Moda;116.23;PE;Nao;nps_ecommerce_2026-04.csv
202604-00666;2026-04-21;2026-04;C30444;10;app;iOS;Moda;88.22;RS;Nao;nps_ecommerce_2026-04.csv
202604-00716;2026-04-21;2026-04;C33770;6;site;Android;Casa E Decoração;102.43;DF;Sim;nps_ecommerce_2026-04.csv
202604-00738;2026-04-21;2026-04;C31914;10;app;iOS;Esporte;83.79;CE;Nao;nps_ecommerce_2026-04.csv
202604-00772;2026-04-21;2026-04;C26892;9;app;iOS;Beleza;60.17;RS;Nao;nps_ecommerce_2026-04.csv
202604-00026;2026-04-22;2026-04;C12440;8;app;iOS;Esporte;215.39;MG;Sim;nps_ecommerce_2026-04.csv
202604-00037;2026-04-22;2026-04;C30627;7;site;Desktop;Beleza;344.99;PR;Sim;nps_ecommerce_2026-04.csv
202604-00062;2026-04-22;2026-04;C16775;10;app;Android;Beleza;79.52;SP;Nao;nps_ecommerce_2026-04.csv
202604-00068;2026-04-22;2026-04;C17547;8;app;iOS;Eletrônicos;138.28;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00105;2026-04-22;2026-04;C31739;6;app;iOS;Mercado;165.87;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00160;2026-04-22;2026-04;C26053;7;app;Android;Casa E Decoração;68.91;PE;Sim;nps_ecommerce_2026-04.csv
202604-00239;2026-04-22;2026-04;C25699;6;app;Android;Livros;57.54;BA;Sim;nps_ecommerce_2026-04.csv
202604-00252;2026-04-22;2026-04;C13855;8;site;iOS;Eletrônicos;39.59;CE;Sim;nps_ecommerce_2026-04.csv
202604-00259;2026-04-22;2026-04;C31116;7;app;Android;Moda;118.4;RS;Sim;nps_ecommerce_2026-04.csv
202604-00290;2026-04-22;2026-04;C24635;7;marketplace;iOS;Mercado;105.04;MG;Sim;nps_ecommerce_2026-04.csv
202604-00302;2026-04-22;2026-04;C39293;10;app;Desktop;Livros;35.73;SP;Sim;nps_ecommerce_2026-04.csv
202604-00369;2026-04-22;2026-04;C20385;8;app;iOS;Beleza;65.54;SP;Sim;nps_ecommerce_2026-04.csv
202604-00408;2026-04-22;2026-04;C37560;7;app;Android;Casa E Decoração;97.39;RS;Nao;nps_ecommerce_2026-04.csv
202604-00410;2026-04-22;2026-04;C13446;7;marketplace;Android;Livros;88.67;CE;Sim;nps_ecommerce_2026-04.csv
202604-00416;2026-04-22;2026-04;C10876;8;site;Android;Livros;149.95;CE;Nao;nps_ecommerce_2026-04.csv
202604-00422;2026-04-22;2026-04;C28146;6;site;Android;Beleza;267.15;CE;Sim;nps_ecommerce_2026-04.csv
202604-00451;2026-04-22;2026-04;C18072;5;site;Desktop;Moda;144.4;CE;Nao;nps_ecommerce_2026-04.csv
202604-00512;2026-04-22;2026-04;C39657;10;site;Android;Livros;61.14;SP;Sim;nps_ecommerce_2026-04.csv
202604-00543;2026-04-22;2026-04;C35715;4;app;Android;Moda;261.91;RS;Nao;nps_ecommerce_2026-04.csv
202604-00556;2026-04-22;2026-04;C30433;8;app;iOS;Beleza;82.78;SP;Nao;nps_ecommerce_2026-04.csv
202604-00564;2026-04-22;2026-04;C15544;8;app;Desktop;Moda;63.63;PE;Sim;nps_ecommerce_2026-04.csv
202604-00578;2026-04-22;2026-04;C15686;10;app;Desktop;Livros;146.94;SP;Nao;nps_ecommerce_2026-04.csv
202604-00580;2026-04-22;2026-04;C14044;8;marketplace;Desktop;Mercado;48.01;CE;Nao;nps_ecommerce_2026-04.csv
202604-00582;2026-04-22;2026-04;C33238;7;site;iOS;Esporte;117.87;RS;Nao;nps_ecommerce_2026-04.csv
202604-00585;2026-04-22;2026-04;C32360;10;site;iOS;Esporte;96.17;SP;Sim;nps_ecommerce_2026-04.csv
202604-00642;2026-04-22;2026-04;C27183;8;app;iOS;Esporte;97.91;RS;Sim;nps_ecommerce_2026-04.csv
202604-00675;2026-04-22;2026-04;C18137;10;app;Android;Moda;296.61;SP;Nao;nps_ecommerce_2026-04.csv
202604-00702;2026-04-22;2026-04;C29085;9;site;iOS;Moda;62.56;SP;Sim;nps_ecommerce_2026-04.csv
202604-00707;2026-04-22;2026-04;C31590;9;app;Android;Livros;83.33;SP;Sim;nps_ecommerce_2026-04.csv
202604-00710;2026-04-22;2026-04;C38085;9;app;iOS;Beleza;101.05;CE;Nao;nps_ecommerce_2026-04.csv
202604-00768;2026-04-22;2026-04;C38899;8;site;Desktop;Moda;67.09;MG;Sim;nps_ecommerce_2026-04.csv
202604-00007;2026-04-23;2026-04;C13483;5;site;iOS;Moda;97.37;BA;Nao;nps_ecommerce_2026-04.csv
202604-00009;2026-04-23;2026-04;C21073;10;site;Android;Livros;160.02;PR;Sim;nps_ecommerce_2026-04.csv
202604-00016;2026-04-23;2026-04;C19521;9;app;Desktop;Moda;695.83;SP;Sim;nps_ecommerce_2026-04.csv
202604-00017;2026-04-23;2026-04;C13781;8;site;Android;Esporte;218.53;BA;Nao;nps_ecommerce_2026-04.csv
202604-00028;2026-04-23;2026-04;C15072;8;app;Desktop;Esporte;48.51;CE;Sim;nps_ecommerce_2026-04.csv
202604-00081;2026-04-23;2026-04;C34367;9;app;Android;Eletrônicos;257.43;SP;Sim;nps_ecommerce_2026-04.csv
202604-00082;2026-04-23;2026-04;C36354;8;app;Android;Moda;67.53;PR;Nao;nps_ecommerce_2026-04.csv
202604-00109;2026-04-23;2026-04;C26980;8;app;Android;Eletrônicos;162.99;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00150;2026-04-23;2026-04;C27575;10;app;iOS;Moda;100.51;MG;Nao;nps_ecommerce_2026-04.csv
202604-00161;2026-04-23;2026-04;C12322;9;app;Nao informado;Moda;271.52;SP;Nao;nps_ecommerce_2026-04.csv
202604-00214;2026-04-23;2026-04;C26940;7;site;Android;Livros;139.88;SP;Nao;nps_ecommerce_2026-04.csv
202604-00256;2026-04-23;2026-04;C29533;8;app;Android;Livros;398.03;MG;Nao;nps_ecommerce_2026-04.csv
202604-00282;2026-04-23;2026-04;C12623;8;app;Android;Mercado;77.09;CE;Nao;nps_ecommerce_2026-04.csv
202604-00286;2026-04-23;2026-04;C29583;10;app;Android;Esporte;143.06;SP;Nao;nps_ecommerce_2026-04.csv
202604-00361;2026-04-23;2026-04;C14848;6;app;Desktop;Esporte;46.26;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00367;2026-04-23;2026-04;C27541;10;site;Desktop;Mercado;199.5;MG;Sim;nps_ecommerce_2026-04.csv
202604-00386;2026-04-23;2026-04;C36813;8;marketplace;Android;Esporte;61.47;CE;Sim;nps_ecommerce_2026-04.csv
202604-00453;2026-04-23;2026-04;C35847;10;site;iOS;Beleza;59.71;SP;Nao;nps_ecommerce_2026-04.csv
202604-00458;2026-04-23;2026-04;C23840;5;marketplace;Desktop;Mercado;524.62;BA;Sim;nps_ecommerce_2026-04.csv
202604-00526;2026-04-23;2026-04;C24467;8;app;Android;Mercado;426.94;RS;Sim;nps_ecommerce_2026-04.csv
202604-00529;2026-04-23;2026-04;C34734;10;app;Android;Moda;78.88;BA;Sim;nps_ecommerce_2026-04.csv
202604-00545;2026-04-23;2026-04;C23949;10;app;iOS;Eletrônicos;92.35;MG;Nao;nps_ecommerce_2026-04.csv
202604-00587;2026-04-23;2026-04;C32208;8;app;iOS;Esporte;107.55;SP;Nao;nps_ecommerce_2026-04.csv
202604-00609;2026-04-23;2026-04;C17545;6;marketplace;iOS;Beleza;336.06;PR;Nao;nps_ecommerce_2026-04.csv
202604-00651;2026-04-23;2026-04;C33807;6;site;iOS;Beleza;129.02;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00690;2026-04-23;2026-04;C31812;6;site;iOS;Beleza;160.54;SP;Sim;nps_ecommerce_2026-04.csv
202604-00751;2026-04-23;2026-04;C14693;8;marketplace;iOS;Livros;69.2;PE;Nao;nps_ecommerce_2026-04.csv
202604-00752;2026-04-23;2026-04;C22194;9;marketplace;Android;Esporte;78.09;PR;Sim;nps_ecommerce_2026-04.csv
202604-00761;2026-04-23;2026-04;C25000;9;site;Desktop;Mercado;77.1;PE;Nao;nps_ecommerce_2026-04.csv
202604-00766;2026-04-23;2026-04;C14085;9;site;Android;Mercado;82.25;DF;Sim;nps_ecommerce_2026-04.csv
202604-00012;2026-04-24;2026-04;C36713;9;site;Android;Esporte;237.39;MG;Nao;nps_ecommerce_2026-04.csv
202604-00086;2026-04-24;2026-04;C17529;8;site;Android;Moda;215.08;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00178;2026-04-24;2026-04;C31390;6;marketplace;Desktop;Livros;1135.89;PR;Nao;nps_ecommerce_2026-04.csv
202604-00235;2026-04-24;2026-04;C37789;9;app;Android;Beleza;439.98;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00321;2026-04-24;2026-04;C14639;8;marketplace;iOS;Esporte;96.19;SP;Sim;nps_ecommerce_2026-04.csv
202604-00379;2026-04-24;2026-04;C39374;8;app;Desktop;Esporte;29.88;PE;Sim;nps_ecommerce_2026-04.csv
202604-00407;2026-04-24;2026-04;C11330;8;site;Android;Beleza;139.51;DF;Nao;nps_ecommerce_2026-04.csv
202604-00433;2026-04-24;2026-04;C13013;8;site;Android;Esporte;178.21;SP;Nao;nps_ecommerce_2026-04.csv
202604-00470;2026-04-24;2026-04;C32190;6;site;iOS;Mercado;170.97;RS;Sim;nps_ecommerce_2026-04.csv
202604-00473;2026-04-24;2026-04;C29568;6;site;iOS;Eletrônicos;169.13;PE;Sim;nps_ecommerce_2026-04.csv
202604-00480;2026-04-24;2026-04;C26098;10;marketplace;iOS;Mercado;102.22;BA;Nao;nps_ecommerce_2026-04.csv
202604-00503;2026-04-24;2026-04;C29793;10;app;Android;Beleza;279.99;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00511;2026-04-24;2026-04;C28163;4;site;iOS;Beleza;75.62;SP;Nao;nps_ecommerce_2026-04.csv
202604-00515;2026-04-24;2026-04;C16298;7;app;Android;Esporte;328.87;RS;Sim;nps_ecommerce_2026-04.csv
202604-00540;2026-04-24;2026-04;C23852;8;site;iOS;Eletrônicos;76.54;RS;Nao;nps_ecommerce_2026-04.csv
202604-00557;2026-04-24;2026-04;C19089;8;site;Desktop;Livros;172.65;CE;Sim;nps_ecommerce_2026-04.csv
202604-00602;2026-04-24;2026-04;C30344;9;app;iOS;Mercado;51.09;CE;Sim;nps_ecommerce_2026-04.csv
202604-00649;2026-04-24;2026-04;C24158;3;app;Desktop;Moda;121.8;SP;Sim;nps_ecommerce_2026-04.csv
202604-00657;2026-04-24;2026-04;C22807;8;app;Android;Eletrônicos;117.31;DF;Nao;nps_ecommerce_2026-04.csv
202604-00689;2026-04-24;2026-04;C18086;8;site;iOS;Mercado;234.84;PE;Nao;nps_ecommerce_2026-04.csv
202604-00695;2026-04-24;2026-04;C16865;8;site;Android;Casa E Decoração;228.51;RS;Sim;nps_ecommerce_2026-04.csv
202604-00715;2026-04-24;2026-04;C18441;9;site;Desktop;Livros;186.56;PR;Sim;nps_ecommerce_2026-04.csv
202604-00732;2026-04-24;2026-04;C31339;6;app;Nao informado;Livros;342.81;PR;Sim;nps_ecommerce_2026-04.csv
202604-00760;2026-04-24;2026-04;C18761;8;app;Android;Casa E Decoração;169.97;SP;Sim;nps_ecommerce_2026-04.csv
202604-00767;2026-04-24;2026-04;C21306;7;site;Android;Mercado;63.52;DF;Sim;nps_ecommerce_2026-04.csv
202604-00025;2026-04-25;2026-04;C29280;10;site;Android;Mercado;169.4;BA;Sim;nps_ecommerce_2026-04.csv
202604-00054;2026-04-25;2026-04;C20009;8;app;iOS;Livros;63.23;BA;Sim;nps_ecommerce_2026-04.csv
202604-00058;2026-04-25;2026-04;C29320;10;app;iOS;Beleza;104.95;PR;Sim;nps_ecommerce_2026-04.csv
202604-00084;2026-04-25;2026-04;C16674;10;marketplace;Android;Beleza;56.13;PE;Sim;nps_ecommerce_2026-04.csv
202604-00172;2026-04-25;2026-04;C36933;6;marketplace;Desktop;Esporte;69.45;SP;Sim;nps_ecommerce_2026-04.csv
202604-00184;2026-04-25;2026-04;C24092;8;app;Desktop;Eletrônicos;297.89;RS;Sim;nps_ecommerce_2026-04.csv
202604-00190;2026-04-25;2026-04;C18475;10;app;Android;Moda;57.55;DF;Sim;nps_ecommerce_2026-04.csv
202604-00229;2026-04-25;2026-04;C19807;7;marketplace;Desktop;Mercado;138.84;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00248;2026-04-25;2026-04;C38567;9;site;Desktop;Esporte;317.84;MG;Sim;nps_ecommerce_2026-04.csv
202604-00292;2026-04-25;2026-04;C22555;7;site;Android;Livros;129.67;PE;Sim;nps_ecommerce_2026-04.csv
202604-00299;2026-04-25;2026-04;C16387;10;site;Android;Moda;102.0;SP;Nao;nps_ecommerce_2026-04.csv
202604-00305;2026-04-25;2026-04;C23991;5;marketplace;Android;Mercado;91.14;RS;Nao;nps_ecommerce_2026-04.csv
202604-00348;2026-04-25;2026-04;C10407;7;app;Android;Moda;318.02;DF;Sim;nps_ecommerce_2026-04.csv
202604-00366;2026-04-25;2026-04;C37705;10;app;Android;Beleza;206.03;RS;Sim;nps_ecommerce_2026-04.csv
202604-00392;2026-04-25;2026-04;C25889;7;site;Desktop;Moda;135.19;BA;Sim;nps_ecommerce_2026-04.csv
202604-00398;2026-04-25;2026-04;C24131;6;app;iOS;Mercado;68.48;CE;Sim;nps_ecommerce_2026-04.csv
202604-00403;2026-04-25;2026-04;C27600;7;marketplace;Nao informado;Livros;80.81;MG;Sim;nps_ecommerce_2026-04.csv
202604-00447;2026-04-25;2026-04;C27211;8;site;Desktop;Moda;142.81;SP;Sim;nps_ecommerce_2026-04.csv
202604-00460;2026-04-25;2026-04;C11707;10;app;iOS;Beleza;122.09;SP;Sim;nps_ecommerce_2026-04.csv
202604-00500;2026-04-25;2026-04;C26496;3;app;Nao informado;Livros;139.67;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00502;2026-04-25;2026-04;C31963;10;app;Desktop;Casa E Decoração;57.41;CE;Sim;nps_ecommerce_2026-04.csv
202604-00533;2026-04-25;2026-04;C11215;8;app;Android;Esporte;194.05;PE;Sim;nps_ecommerce_2026-04.csv
202604-00537;2026-04-25;2026-04;C16464;5;site;iOS;Esporte;94.64;PE;Nao;nps_ecommerce_2026-04.csv
202604-00604;2026-04-25;2026-04;C14771;6;site;iOS;Casa E Decoração;124.78;DF;Nao;nps_ecommerce_2026-04.csv
202604-00632;2026-04-25;2026-04;C14891;9;app;iOS;Livros;97.57;DF;Sim;nps_ecommerce_2026-04.csv
202604-00637;2026-04-25;2026-04;C35514;10;app;iOS;Esporte;63.87;PE;Sim;nps_ecommerce_2026-04.csv
202604-00671;2026-04-25;2026-04;C17980;5;app;iOS;Casa E Decoração;187.5;PE;Nao;nps_ecommerce_2026-04.csv
202604-00674;2026-04-25;2026-04;C10776;6;site;Android;Casa E Decoração;25.95;RS;Sim;nps_ecommerce_2026-04.csv
202604-00694;2026-04-25;2026-04;C38717;7;site;Desktop;Eletrônicos;45.43;PE;Nao;nps_ecommerce_2026-04.csv
202604-00703;2026-04-25;2026-04;C18710;9;app;Android;Casa E Decoração;46.67;DF;Nao;nps_ecommerce_2026-04.csv
202604-00730;2026-04-25;2026-04;C35928;7;app;Desktop;Mercado;132.49;BA;Nao;nps_ecommerce_2026-04.csv
202604-00736;2026-04-25;2026-04;C32668;10;site;Android;Eletrônicos;395.25;PE;Nao;nps_ecommerce_2026-04.csv
202604-00755;2026-04-25;2026-04;C18953;7;app;Android;Casa E Decoração;105.9;BA;Sim;nps_ecommerce_2026-04.csv
202604-00044;2026-04-26;2026-04;C36131;3;app;iOS;Livros;233.7;PE;Sim;nps_ecommerce_2026-04.csv
202604-00052;2026-04-26;2026-04;C20365;8;site;iOS;Casa E Decoração;61.49;BA;Sim;nps_ecommerce_2026-04.csv
202604-00087;2026-04-26;2026-04;C21089;10;app;Android;Livros;80.79;PE;Sim;nps_ecommerce_2026-04.csv
202604-00088;2026-04-26;2026-04;C12984;8;app;Android;Esporte;148.09;SP;Nao;nps_ecommerce_2026-04.csv
