id_avaliacao,data_avaliacao,id_cliente,nota_nps,canal,dispositivo,categoria_compra,valor_pedido,uf,primeiro_pedido
202606-00304,2026-06-26,C31951,4,site,Android,Mercado,"R$ 214,40",PE,nao
202606-00305,2026-06-28,C34086,10,site,Android,Livros,"R$ 43,09",RS,sim
202606-00306,2026-06-26,C18131,5,site,Desktop,Eletrônicos,"R$ 265,75",SP,sim
202606-00307,2026-06-09,C15216,7,app,Android,Eletrônicos,"R$ 38,74",DF,sim
202606-00308,2026-06-26,C32979,10,site,Desktop,Eletrônicos,"R$ 38,25",RS,sim
202606-00309,2026-06-04,C22535,6,site,Android,Moda,"R$ 106,51",SP,nao
202606-00310,2026-06-28,C11268,5,app,iOS,Mercado,"R$ 284,54",PR,nao
202606-00311,2026-06-28,C25423,8,app,Desktop,Beleza,"R$ 55,51",DF,nao
202606-00312,2026-06-08,C16539,7,site,Desktop,Esporte,"R$ 19,25",RJ,nao
202606-00313,2026-06-27,C25083,7,app,Android,Beleza,"R$ 705,58",BA,nao
202606-00314,2026-06-12,C20000,7,site,iOS,Moda,"R$ 85,36",PE,sim
202606-00315,2026-06-27,C36061,4,app,iOS,Casa e Decoração,"R$ 28,20",RJ,sim
202606-00316,2026-06-28,C17457,8,app,Android,Moda,"R$ 92,79",PE,sim
202606-00317,2026-06-08,C10775,6,site,Android,Eletrônicos,"R$ 18,50",BA,sim
202606-00318,2026-06-22,C16328,8,app,Android,Beleza,"R$ 110,91",MG,nao
202606-00319,2026-06-13,C20756,8,marketplace,iOS,Moda,"R$ 52,86",MG,sim
202606-00320,2026-06-09,C38323,9,site,Desktop,Casa e Decoração,"R$ 25,61",RS,nao
202606-00321,2026-06-03,C35340,1,site,Desktop,Moda,"R$ 426,74",SP,sim
202606-00322,2026-06-09,C21506,7,app,iOS,Beleza,"R$ 224,15",DF,sim
202606-00323,2026-06-21,C26692,7,marketplace,Android,Esporte,"R$ 37,48",RJ,sim
202606-00324,2026-06-13,C32266,10,site,iOS,Mercado,"R$ 356,03",PR,sim
202606-00325,2026-06-27,C27570,4,app,Desktop,Moda,"R$ 97,05",PE,sim
202606-00326,2026-06-11,C10904,4,app,iOS,Eletrônicos,"R$ 82,92",CE,nao
202606-00327,2026-06-04,C38738,10,site,iOS,Beleza,"R$ 34,15",CE,nao
202606-00328,2026-06-09,C15851,9,site,Android,Livros,"R$ 228,70",BA,sim
202606-00329,2026-06-19,C18698,8,app,Android,Eletrônicos,"R$ 253,27",CE,sim
202606-00330,2026-06-02,C13552,5,marketplace,Android,Beleza,"R$ 275,67",SP,sim
202606-00331,2026-06-20,C24239,8,app,iOS,Moda,"R$ 21,98",PR,nao
202606-00332,2026-06-12,C33872,6,marketplace,Android,Beleza,"R$ 48,42",PR,sim
202606-00333,2026-06-26,C20278,3,app,iOS,Mercado,"R$ 67,52",SP,sim
202606-00334,2026-06-14,C29864,3,site,Android,Beleza,"R$ 90,61",PE,nao
202606-00335,2026-06-17,C13789,10,app,Android,Mercado,"R$ 287,43",BA,sim
202606-00336,2026-06-13,C39474,7,app,Desktop,Beleza,"R$ 139,47",RJ,sim
202606-00337,2026-06-19,C16228,8,site,iOS,Livros,"R$ 19,77",PE,sim
202606-00338,2026-06-09,C11454,7,app,Android,Mercado,"R$ 61,36",RJ,sim
202606-00339,2026-06-23,C24288,5,app,iOS,Esporte,"R$ 14,97",BA,nao
202606-00340,2026-06-01,C27036,8,site,iOS,Casa e Decoração,"R$ 77,31",CE,sim
202606-00341,2026-06-30,C36427,8,app,iOS,Mercado,"R$ 125,65",RJ,nao
202606-00342,2026-06-18,C32506,9,app,Android,Livros,"R$ 152,34",PE,nao
202606-00343,2026-06-24,C34312,5,app,Desktop,Mercado,"R$ 275,51",RJ,sim
202606-00344,2026-06-24,C31975,6,site,Android,Beleza,"R$ 95,48",MG,sim
202606-00345,2026-06-07,C21934,10,marketplace,iOS,Beleza,"R$ 159,84",RJ,nao
202606-00346,2026-06-14,C12292,5,site,Android,Beleza,"R$ 178,73",RS,nao
202606-00347,2026-06-22,C20819,10,app,Android,Eletrônicos,"R$ 180,45",SP,sim
202606-00348,2026-06-20,C20286,9,site,iOS,Moda,"R$ 119,16",PE,sim
202606-00349,2026-06-22,C37787,6,app,Desktop,Mercado,"R$ 235,80",PE,sim
202606-00350,2026-06-04,C33584,10,site,iOS,Moda,"R$ 158,69",DF,nao
202606-00351,2026-06-29,C19840,9,site,iOS,Esporte,"R$ 97,64",SP,sim
202606-00352,2026-06-17,C20134,4,app,Android,Moda,"R$ 45,22",DF,nao
202606-00353,2026-06-22,C23382,10,app,Android,Casa e Decoração,"R$ 100,11",DF,nao
202606-00354,2026-06-11,C23185,4,app,Android,Casa e Decoração,"R$ 47,93",PE,sim
202606-00355,2026-06-23,C19688,10,app,Desktop,Mercado,"R$ 78,82",PE,nao
202606-00356,2026-06-18,C14170,8,app,,Esporte,"R$ 16,47",SP,nao
202606-00357,2026-06-07,C23777,7,site,iOS,Esporte,"R$ 120,77",PE,nao
202606-00358,2026-06-22,C22423,9,app,Desktop,Eletrônicos,"R$ 64,24",SP,nao
202606-00359,2026-06-22,C34514,7,app,Android,Moda,"R$ 62,40",DF,sim
202606-00360,2026-06-29,C15702,7,app,Android,Casa e Decoração,"R$ 114,70",PR,sim
202606-00361,2026-06-20,C28648,2,app,Desktop,Livros,"R$ 55,31",CE,sim
202606-00362,2026-06-10,C23306,6,site,Desktop,Mercado,"R$ 76,08",MG,nao
202606-00363,2026-06-18,C37319,10,app,Android,Esporte,"R$ 14,97",PR,nao
202606-00364,2026-06-01,C19957,5,site,Android,Esporte,"R$ 88,62",BA,nao
202606-00365,2026-06-10,C16887,8,app,Desktop,Moda,"R$ 174,05",SP,sim
202606-00366,2026-06-14,C35747,7,app,Desktop,Beleza,"R$ 295,50",PE,sim
202606-00367,2026-06-19,C29879,4,site,Android,Beleza,"R$ 134,19",PE,nao
202606-00368,2026-06-21,C20559,10,app,iOS,Esporte,"R$ 131,05",RJ,sim
202606-00369,2026-06-15,C24476,8,site,Android,Beleza,"R$ 34,28",PR,sim
202606-00370,2026-06-15,C32138,6,app,Desktop,Moda,"R$ 438,59",SP,nao
202606-00371,2026-06-07,C26750,10,app,Android,Beleza,"R$ 81,40",MG,sim
202606-00372,2026-06-16,C36009,8,app,iOS,Beleza,"R$ 40,86",BA,nao
202606-00373,2026-06-29,C36084,6,site,iOS,Livros,"R$ 148,38",SP,sim
202606-00374,2026-06-24,C15560,9,app,iOS,Casa e Decoração,"R$ 101,78",SP,sim
202606-00375,2026-06-22,C12778,8,app,iOS,Beleza,"R$ 115,98",RS,sim
202606-00376,2026-06-10,C26890,9,site,Desktop,Beleza,"R$ 104,69",CE,sim
202606-00377,2026-06-22,C30740,6,app,Android,Eletrônicos,"R$ 85,36",SP,nao
202606-00378,2026-06-20,C20983,9,marketplace,Desktop,Eletrônicos,"R$ 446,08",BA,sim
202606-00379,2026-06-03,C36818,6,app,Android,Moda,"R$ 316,92",RJ,sim
202606-00380,2026-06-25,C17696,8,app,Desktop,Esporte,"R$ 165,19",PE,sim
202606-00381,2026-06-22,C20171,6,app,Desktop,Mercado,"R$ 74,99",SP,sim
202606-00382,2026-06-08,C36429,7,app,iOS,Mercado,"R$ 114,63",RJ,sim
202606-00383,2026-06-07,C14828,8,app,iOS,Casa e Decoração,"R$ 85,01",RJ,sim
202606-00384,2026-06-01,C11514,5,app,Android,Casa e Decoração,"R$ 344,03",SP,nao
202606-00385,2026-06-08,C25569,9,site,,Casa e Decoração,"R$ 23,73",MG,nao
202606-00386,2026-06-20,C37844,8,marketplace,Android,Casa e Decoração,"R$ 151,58",DF,nao
202606-00387,2026-06-25,C12386,10,app,Desktop,Mercado,"R$ 56,14",MG,nao
202606-00388,2026-06-15,C23580,8,site,Android,Casa e Decoração,"R$ 155,13",RJ,nao
202606-00389,2026-06-29,C30636,3,app,iOS,Beleza,"R$ 32,45",CE,nao
202606-00390,2026-06-19,C16371,4,app,iOS,Moda,"R$ 172,30",MG,nao
202606-00391,2026-06-23,C32818,6,app,Android,Mercado,"R$ 55,74",CE,nao
202606-00392,2026-06-13,C26199,10,site,Desktop,Beleza,"R$ 328,44",DF,sim
202606-00393,2026-06-13,C17994,7,site,iOS,Casa e Decoração,"R$ 101,29",PE,sim
202606-00394,2026-06-05,C31497,5,marketplace,Android,Casa e Decoração,"R$ 42,38",BA,nao
202606-00395,2026-06-23,C10181,8,app,Android,Livros,"R$ 44,53",RS,nao
202606-00396,2026-06-29,C34607,7,site,Desktop,Eletrônicos,"R$ 30,20",MG,sim
202606-00397,2026-06-28,C35232,6,app,iOS,Livros,"R$ 14,97",DF,nao
202606-00398,2026-06-29,C13492,8,site,Android,Esporte,"R$ 119,61",SP,nao
202606-00399,2026-06-25,C23931,6,app,iOS,Moda,"R$ 136,74",SP,sim
202606-00400,2026-06-08,C15763,4,marketplace,iOS,Casa e Decoração,"R$ 64,50",PE,sim
202606-00401,2026-06-26,C32803,1,site,Android,Mercado,"R$ 184,31",DF,nao
202606-00402,2026-06-17,C25222,6,app,Android,Esporte,"R$ 35,56",DF,sim
202606-00403,2026-06-02,C28265,10,site,Android,Mercado,"R$ 58,41",RJ,nao
202606-00404,2026-06-08,C37798,8,site,Android,Casa e Decoração,"R$ 359,71",DF,nao
202606-00405,2026-06-04,C24957,4,app,Desktop,Eletrônicos,"R$ 257,73",DF,sim
202606-00406,2026-06-05,C36260,7,app,iOS,Mercado,"R$ 40,73",RS,nao
202606-00407,2026-06-15,C31875,7,marketplace,iOS,Esporte,"R$ 182,09",PE,nao
202606-00408,2026-06-17,C28314,7,app,Android,Mercado,"R$ 146,14",RS,nao
202606-00409,2026-06-20,C20397,8,marketplace,iOS,Eletrônicos,"R$ 37,44",DF,nao
202606-00410,2026-06-25,C39210,3,site,Android,Moda,"R$ 70,58",PR,nao
202606-00411,2026-06-15,C30075,6,site,Android,Livros,"R$ 156,93",SP,sim
202606-00412,2026-06-27,C33569,10,app,iOS,Livros,"R$ 104,58",RJ,sim
202606-00413,2026-06-29,C26540,10,app,Android,Casa e Decoração,"R$ 186,66",PR,nao
202606-00414,2026-06-14,C37216,8,site,Android,Livros,"R$ 70,27",RS,sim
202606-00415,2026-06-30,C27952,4,app,iOS,Casa e Decoração,"R$ 39,60",RJ,sim
202606-00416,2026-06-15,C39399,7,app,iOS,Livros,"R$ 29,60",PE,sim
202606-00417,2026-06-06,C34368,6,app,iOS,Beleza,"R$ 115,49",PR,nao
202606-00418,2026-06-28,C25554,7,site,Android,Moda,"R$ 157,08",PE,sim
202606-00419,2026-06-15,C18493,10,app,Android,Eletrônicos,"R$ 81,27",DF,nao
202606-00420,2026-06-25,C18101,7,app,Android,Casa e Decoração,"R$ 43,53",PE,sim
202606-00421,2026-06-27,C30894,6,site,Android,Mercado,"R$ 52,23",SP,nao
202606-00422,2026-06-09,C35094,4,site,Android,Esporte,"R$ 117,25",PR,sim
202606-00423,2026-06-25,C27081,10,app,Android,Esporte,"R$ 208,94",CE,sim
202606-00424,2026-06-16,C30537,10,marketplace,iOS,Moda,"R$ 399,14",SP,nao
202606-00425,2026-06-08,C18998,10,app,iOS,Eletrônicos,"R$ 256,66",CE,sim
202606-00426,2026-06-15,C12538,6,app,iOS,Mercado,"R$ 286,52",CE,nao
202606-00427,2026-06-23,C19362,8,marketplace,Android,Moda,"R$ 97,90",SP,nao
202606-00428,2026-06-08,C18903,7,app,Desktop,Beleza,"R$ 85,48",PR,sim
202606-00429,2026-06-11,C20476,8,site,iOS,Casa e Decoração,"R$ 63,59",PE,nao
202606-00430,2026-06-29,C27699,3,app,iOS,Casa e Decoração,"R$ 126,76",PE,sim
202606-00431,2026-06-03,C14534,7,site,Android,Esporte,"R$ 59,33",BA,nao
202606-00432,2026-06-05,C17577,9,marketplace,Desktop,Eletrônicos,"R$ 124,04",PE,nao
202606-00433,2026-06-13,C32739,9,app,iOS,Moda,"R$ 184,96",RJ,nao
202606-00434,2026-06-05,C33147,7,marketplace,Android,Esporte,"R$ 82,83",DF,sim
202606-00435,2026-06-07,C12104,6,site,iOS,Beleza,"R$ 600,90",BA,sim
202606-00436,2026-06-14,C23356,6,app,Desktop,Moda,"R$ 50,16",PE,sim
202606-00437,2026-06-11,C27780,7,marketplace,Android,Moda,"R$ 64,16",PR,sim
202606-00438,2026-06-15,C23624,5,app,Android,Casa e Decoração,"R$ 366,66",PR,nao
202606-00439,2026-06-02,C16777,8,app,Desktop,Casa e Decoração,"R$ 37,66",MG,nao
202606-00440,2026-06-27,C23767,7,site,Android,Livros,"R$ 47,57",CE,nao
202606-00441,2026-06-13,C39649,6,app,Desktop,Eletrônicos,"R$ 81,32",RJ,sim
202606-00442,2026-06-25,C29139,10,site,Android,Livros,"R$ 46,47",RS,nao
202606-00443,2026-06-23,C10640,8,app,Android,Esporte,"R$ 164,87",PE,sim
202606-00444,2026-06-28,C38857,1,site,Android,Esporte,"R$ 43,74",MG,sim
202606-00445,2026-06-25,C28864,3,app,Android,Mercado,"R$ 52,80",SP,sim
202606-00446,2026-06-13,C25629,8,app,iOS,Moda,"R$ 32,22",CE,sim
202606-00447,2026-06-01,C21526,10,site,Android,Eletrônicos,"R$ 23,99",RJ,nao
202606-00448,2026-06-10,C34689,5,app,iOS,Beleza,"R$ 18,42",RS,nao
202606-00449,2026-06-13,C37965,5,site,iOS,Moda,"R$ 44,67",PR,sim
202606-00450,2026-06-29,C37385,10,app,Android,Eletrônicos,"R$ 69,26",CE,sim
202606-00451,2026-06-14,C27636,4,app,Desktop,Eletrônicos,"R$ 373,50",PE,sim
202606-00452,2026-06-24,C34072,8,site,iOS,Livros,"R$ 245,27",RS,sim
202606-00453,2026-06-18,C36210,9,app,Android,Casa e Decoração,"R$ 48,67",CE,nao
202606-00454,2026-06-20,C39419,6,app,Desktop,Mercado,"R$ 94,44",CE,nao
202606-00455,2026-06-08,C25998,4,site,Desktop,Moda,"R$ 294,49",MG,nao
202606-00456,2026-06-08,C18943,6,app,iOS,Beleza,"R$ 64,23",CE,sim
202606-00457,2026-06-14,C25913,7,site,Android,Esporte,"R$ 179,75",MG,sim
202606-00458,2026-06-01,C22742,9,app,Desktop,Moda,"R$ 35,92",DF,nao
202606-00459,2026-06-11,C31917,9,site,iOS,Eletrônicos,"R$ 144,60",RJ,nao
202606-00460,2026-06-22,C36153,6,marketplace,Android,Livros,"R$ 46,07",RS,nao
202606-00461,2026-06-13,C33729,8,marketplace,iOS,Eletrônicos,"R$ 39,48",MG,nao
202606-00462,2026-06-06,C37541,6,app,Android,Casa e Decoração,"R$ 143,07",PE,sim
202606-00463,2026-06-15,C14182,7,app,Desktop,Moda,"R$ 44,18",RS,nao
202606-00464,2026-06-20,C27502,6,site,Desktop,Casa e Decoração,"R$ 392,50",BA,nao
202606-00465,2026-06-01,C39718,6,app,Android,Esporte,"R$ 151,72",PE,nao
202606-00466,2026-06-13,C29395,9,site,Desktop,Casa e Decoração,"R$ 29,22",SP,nao
202606-00467,2026-06-19,C31725,7,app,Android,Casa e Decoração,"R$ 136,98",SP,nao
202606-00468,2026-06-01,C12750,10,marketplace,Android,Beleza,"R$ 24,46",RS,nao
202606-00469,2026-06-21,C24044,10,app,Desktop,Eletrônicos,"R$ 197,61",RS,nao
202606-00470,2026-06-05,C38404,4,app,Android,Moda,"R$ 173,54",SP,sim
202606-00471,2026-06-15,C15954,8,app,Desktop,Esporte,"R$ 175,04",DF,sim
202606-00472,2026-06-02,C18524,8,site,Desktop,Esporte,"R$ 330,70",RS,nao
202606-00473,2026-06-13,C20726,10,site,iOS,Beleza,"R$ 47,87",PE,nao
202606-00474,2026-06-07,C24899,10,app,Desktop,Eletrônicos,"R$ 397,14",PE,nao
202606-00475,2026-06-11,C21059,8,site,,Esporte,"R$ 58,68",MG,nao
202606-00476,2026-06-25,C38824,7,marketplace,iOS,Casa e Decoração,"R$ 111,76",MG,nao
202606-00477,2026-06-13,C19117,8,app,iOS,Moda,"R$ 302,77",SP,nao
202606-00478,2026-06-25,C37260,8,site,iOS,Casa e Decoração,"R$ 455,63",SP,nao
202606-00479,2026-06-14,C18266,8,site,iOS,Livros,"R$ 103,99",MG,sim
202606-00480,2026-06-27,C12683,8,app,Android,Mercado,"R$ 165,26",RJ,nao
202606-00481,2026-06-16,C10635,4,app,Android,Beleza,"R$ 119,19",RS,nao
202606-00482,2026-06-24,C27675,6,site,iOS,Mercado,"R$ 50,54",PE,nao
202606-00483,2026-06-02,C21467,9,marketplace,Android,Moda,"R$ 125,59",BA,sim
202606-00484,2026-06-08,C31303,4,app,Desktop,Moda,"R$ 209,24",BA,nao
202606-00485,2026-06-03,C35599,10,app,Desktop,Beleza,"R$ 85,29",PE,sim
202606-00486,2026-06-21,C11319,5,marketplace,Android,Livros,"R$ 24,81",BA,sim
202606-00487,2026-06-25,C11016,9,app,Android,Casa e Decoração,"R$ 64,50",PE,sim
202606-00488,2026-06-08,C16532,4,app,iOS,Livros,"R$ 72,85",SP,sim
202606-00489,2026-06-27,C10667,5,app,Desktop,Eletrônicos,"R$ 167,50",DF,sim
202606-00490,2026-06-20,C14993,7,app,iOS,Esporte,"R$ 20,04",PE,sim
202606-00491,2026-06-08,C14136,7,app,Android,Livros,"R$ 90,02",MG,nao
202606-00492,2026-06-16,C31936,8,site,iOS,Livros,"R$ 56,44",CE,nao
202606-00493,2026-06-04,C28480,10,marketplace,Desktop,Beleza,"R$ 95,69",DF,sim
202606-00494,2026-06-07,C25238,10,app,iOS,Livros,"R$ 28,23",CE,sim
202606-00495,2026-06-23,C18396,9,app,iOS,Casa e Decoração,"R$ 554,96",MG,nao
202606-00496,2026-06-25,C22087,8,app,Android,Esporte,"R$ 432,05",SP,nao
202606-00497,2026-06-06,C29853,6,app,Android,Casa e Decoração,"R$ 61,05",BA,nao
202606-00498,2026-06-20,C34508,5,app,iOS,Livros,"R$ 211,70",CE,sim
202606-00499,2026-06-23,C13753,10,site,iOS,Casa e Decoração,"R$ 37,08",PE,nao
202606-00500,2026-06-25,C36846,6,app,Android,Mercado,"R$ 184,64",DF,nao
202606-00501,2026-06-06,C20192,5,app,iOS,Beleza,"R$ 97,24",BA,sim
202606-00502,2026-06-04,C28962,6,app,Android,Mercado,"R$ 44,10",MG,sim
202606-00503,2026-06-01,C20222,5,app,iOS,Beleza,"R$ 62,27",RS,sim
202606-00504,2026-06-19,C32195,6,app,Android,Eletrônicos,"R$ 348,86",RJ,nao
202606-00505,2026-06-30,C22298,7,app,iOS,Moda,"R$ 15,32",RS,sim
202606-00506,2026-06-13,C33429,7,app,Android,Moda,"R$ 472,20",PR,sim
202606-00507,2026-06-07,C12490,6,app,iOS,Beleza,"R$ 66,70",DF,sim
202606-00508,2026-06-19,C32630,6,site,iOS,Eletrônicos,"R$ 310,01",BA,sim
202606-00509,2026-06-27,C30553,3,site,Android,Eletrônicos,"R$ 52,36",CE,sim
202606-00510,2026-06-08,C13339,8,marketplace,Desktop,Casa e Decoração,"R$ 195,52",RJ,nao
202606-00511,2026-06-23,C35312,10,marketplace,Android,Mercado,"R$ 44,92",PE,nao
202606-00512,2026-06-10,C37862,9,site,Android,Esporte,"R$ 236,26",BA,sim
202606-00513,2026-06-22,C29674,4,app,Android,Casa e Decoração,"R$ 245,20",BA,sim
202606-00514,2026-06-26,C13966,10,app,Android,Moda,"R$ 65,71",SP,nao
202606-00515,2026-06-26,C28544,10,app,Android,Eletrônicos,"R$ 84,52",PR,nao
202606-00516,2026-06-26,C11345,8,marketplace,iOS,Livros,"R$ 23,05",DF,sim
202606-00517,2026-06-12,C27456,6,site,Android,Beleza,"R$ 231,40",RS,nao
202606-00518,2026-06-14,C31676,8,app,Android,Casa e Decoração,"R$ 80,82",PE,sim
202606-00519,2026-06-12,C12259,10,app,Android,Esporte,"R$ 19,43",MG,sim
202606-00520,2026-06-17,C31218,7,app,iOS,Moda,"R$ 127,51",RJ,nao
202606-00521,2026-06-11,C10414,9,site,Android,Mercado,"R$ 126,82",PR,nao
202606-00522,2026-06-28,C23764,6,app,Android,Livros,"R$ 314,28",DF,sim
202606-00523,2026-06-27,C26062,7,app,iOS,Mercado,"R$ 391,48",SP,nao
202606-00524,2026-06-04,C24205,5,app,iOS,Eletrônicos,"R$ 171,93",PE,nao
202606-00525,2026-06-12,C30826,10,app,Desktop,Mercado,"R$ 17,96",SP,sim
202606-00526,2026-06-29,C37155,7,app,iOS,Esporte,"R$ 46,10",PE,nao
202606-00527,2026-06-15,C33177,9,site,Android,Eletrônicos,"R$ 31,40",DF,sim
202606-00528,2026-06-05,C24270,4,app,Android,Eletrônicos,"R$ 28,44",RS,sim
202606-00529,2026-06-06,C34045,9,site,Android,Beleza,"R$ 18,59",BA,sim
202606-00530,2026-06-17,C31314,8,app,Desktop,Moda,"R$ 70,49",MG,sim
202606-00531,2026-06-09,C30182,8,marketplace,Android,Eletrônicos,"R$ 73,47",CE,sim
202606-00532,2026-06-26,C27634,10,site,iOS,Moda,"R$ 116,58",CE,nao
202606-00533,2026-06-25,C25843,10,site,Android,Esporte,"R$ 29,10",SP,sim
202606-00534,2026-06-15,C24272,8,site,Android,Moda,"R$ 52,81",CE,sim
202606-00535,2026-06-27,C33954,9,app,Android,Beleza,"R$ 25,59",MG,nao
202606-00536,2026-06-19,C18794,6,marketplace,Desktop,Mercado,"R$ 133,57",BA,nao
202606-00537,2026-06-11,C37908,7,site,iOS,Eletrônicos,"R$ 51,70",DF,nao
202606-00538,2026-06-08,C37221,10,app,Android,Livros,"R$ 513,59",MG,sim
202606-00539,2026-06-30,C12839,6,site,Desktop,Eletrônicos,"R$ 17,27",RJ,sim
202606-00540,2026-06-09,C38889,6,app,Android,Mercado,"R$ 113,80",BA,sim
202606-00541,2026-06-15,C17990,7,site,iOS,Livros,"R$ 89,00",DF,sim
202606-00542,2026-06-25,C25227,3,site,,Esporte,"R$ 168,52",PR,sim
202606-00543,2026-06-19,C29999,6,site,Desktop,Casa e Decoração,"R$ 150,01",CE,sim
202606-00544,2026-06-22,C22418,7,site,Android,Mercado,"R$ 18,58",SP,sim
202606-00545,2026-06-11,C10940,3,site,Android,Eletrônicos,"R$ 64,71",SP,nao
202606-00546,2026-06-16,C37884,5,app,Desktop,Livros,"R$ 57,64",BA,sim
202606-00547,2026-06-11,C15958,4,site,Android,Beleza,"R$ 106,76",SP,nao
202606-00548,2026-06-16,C16950,4,site,Android,Beleza,"R$ 69,05",BA,nao
202606-00549,2026-06-12,C36143,9,app,Android,Mercado,"R$ 214,28",SP,sim
202606-00550,2026-06-09,C21152,9,app,Desktop,Casa e Decoração,"R$ 14,97",DF,nao
202606-00551,2026-06-09,C38846,7,app,Android,Mercado,"R$ 14,97",CE,sim
202606-00552,2026-06-20,C32976,5,site,iOS,Livros,"R$ 71,37",DF,sim
202606-00553,2026-06-29,C19052,6,app,Android,Beleza,"R$ 70,40",SP,sim
202606-00554,2026-06-18,C10332,6,site,iOS,Casa e Decoração,"R$ 115,29",RS,nao
202606-00555,2026-06-17,C16260,6,app,Android,Casa e Decoração,"R$ 240,56",PR,nao
202606-00556,2026-06-03,C17908,5,site,Android,Beleza,"R$ 159,05",PR,sim
202606-00557,2026-06-24,C23317,10,app,Android,Mercado,"R$ 223,37",RS,sim
202606-00558,2026-06-16,C28192,8,app,iOS,Beleza,"R$ 518,96",CE,nao
202606-00559,2026-06-25,C17874,6,marketplace,Desktop,Esporte,"R$ 122,15",DF,sim
202606-00560,2026-06-23,C25600,4,marketplace,Desktop,Mercado,"R$ 316,13",PE,sim
202606-00561,2026-06-21,C33325,6,marketplace,iOS,Moda,"R$ 224,87",CE,nao
202606-00562,2026-06-16,C24685,8,site,iOS,Eletrônicos,"R$ 150,10",MG,sim
202606-00563,2026-06-26,C10565,6,site,iOS,Casa e Decoração,"R$ 343,32",PE,sim
202606-00564,2026-06-03,C19641,8,site,Android,Moda,"R$ 186,95",DF,sim
202606-00565,2026-06-08,C23251,10,app,iOS,Beleza,"R$ 38,15",RJ,sim
202606-00566,2026-06-23,C17972,8,marketplace,Android,Moda,"R$ 558,61",RS,nao
202606-00567,2026-06-10,C31756,7,app,iOS,Moda,"R$ 22,27",BA,sim
202606-00568,2026-06-19,C22092,9,app,Android,Eletrônicos,"R$ 259,31",PR,nao
202606-00569,2026-06-16,C28136,8,site,Desktop,Mercado,"R$ 45,25",PR,nao
202606-00570,2026-06-17,C21264,3,site,iOS,Beleza,"R$ 52,68",PR,nao
202606-00571,2026-06-14,C34442,5,app,Android,Livros,"R$ 123,16",SP,sim
202606-00572,2026-06-18,C20839,9,app,iOS,Moda,"R$ 178,93",PR,sim
202606-00573,2026-06-12,C33031,3,app,Android,Livros,"R$ 107,43",MG,sim
202606-00574,2026-06-15,C18877,7,site,iOS,Beleza,"R$ 164,65",PE,sim
202606-00575,2026-06-10,C18237,4,app,Android,Mercado,"R$ 358,47",RS,nao
202606-00576,2026-06-08,C13953,9,app,iOS,Casa e Decoração,"R$ 14,97",CE,nao
202606-00577,2026-06-24,C16310,6,app,iOS,Esporte,"R$ 121,53",PR,nao
202606-00578,2026-06-11,C13917,10,app,iOS,Esporte,"R$ 39,73",RJ,sim
202606-00579,2026-06-24,C27559,6,app,Android,Esporte,"R$ 72,23",SP,nao
202606-00580,2026-06-25,C32615,7,site,Android,Eletrônicos,"R$ 145,47",SP,sim
202606-00581,2026-06-06,C16276,8,app,Android,Casa e Decoração,"R$ 270,06",SP,sim
202606-00582,2026-06-07,C34202,6,app,iOS,Esporte,"R$ 153,37",RS,nao
202606-00583,2026-06-16,C19060,9,app,iOS,Esporte,"R$ 29,25",PR,nao
202606-00584,2026-06-24,C29319,10,app,Android,Beleza,"R$ 87,45",SP,nao
202606-00585,2026-06-25,C27191,6,site,iOS,Beleza,"R$ 77,42",CE,nao
202606-00586,2026-06-20,C19273,5,site,Android,Mercado,"R$ 418,51",CE,sim
202606-00587,2026-06-04,C37283,7,app,Android,Esporte,"R$ 35,42",SP,nao
202606-00588,2026-06-07,C19707,7,site,Android,Beleza,"R$ 21,90",PR,sim
202606-00589,2026-06-08,C21825,10,site,Desktop,Mercado,"R$ 93,27",RJ,nao
202606-00590,2026-06-06,C19904,6,app,Android,Beleza,"R$ 34,10",SP,nao
202606-00591,2026-06-01,C33200,4,app,Android,Eletrônicos,"R$ 121,08",CE,nao
202606-00592,2026-06-18,C14147,4,site,iOS,Mercado,"R$ 252,01",CE,sim
202606-00593,2026-06-09,C11491,5,app,Android,Eletrônicos,"R$ 157,62",RS,sim
202606-00594,2026-06-02,C28132,8,site,iOS,Livros,"R$ 381,98",PE,nao
202606-00595,2026-06-10,C32852,10,marketplace,Android,Casa e Decoração,"R$ 148,05",RJ,nao
202606-00596,2026-06-05,C30901,7,site,iOS,Mercado,"R$ 14,97",SP,nao
202606-00597,2026-06-28,C34667,9,app,Android,Moda,"R$ 600,38",CE,sim
202606-00598,2026-06-16,C13361,10,app,iOS,Casa e Decoração,"R$ 47,29",MG,sim
202606-00599,2026-06-28,C10401,9,site,Desktop,Beleza,"R$ 125,52",RS,nao
202606-00600,2026-06-19,C19317,8,app,Desktop,Mercado,"R$ 347,67",RJ,nao
202606-00601,2026-06-16,C25686,8,site,Android,Casa e Decoração,"R$ 113,99",DF,nao
202606-00602,2026-06-15,C21164,8,app,Android,Beleza,"R$ 57,54",SP,sim
202606-00603,2026-06-06,C11683,7,app,Android,Beleza,"R$ 14,97",CE,nao
202606-00604,2026-06-09,C38236,7,app,Android,Moda,"R$ 634,50",RJ,nao
202606-00605,2026-06-16,C13738,8,marketplace,Desktop,Moda,"R$ 117,09",PR,sim
202606-00606,2026-06-27,C12141,10,app,Desktop,Moda,"R$ 30,03",SP,sim
