id_avaliacao,data_avaliacao,id_cliente,nota_nps,canal,dispositivo,categoria_compra,valor_pedido,uf,primeiro_pedido
202604-00304,2026-04-09,C19652,9,marketplace,Desktop,Livros,"R$ 267,39",MG,nao
202604-00305,2026-04-25,C23991,5,marketplace,Android,Mercado,"R$ 91,14",RS,nao
202604-00306,2026-04-09,C35464,6,app,Android,Eletrônicos,"R$ 104,54",RJ,nao
202604-00307,2026-04-06,C24436,6,marketplace,Desktop,Moda,"R$ 209,72",RS,nao
202604-00308,2026-04-04,C14714,10,app,Android,Esporte,"R$ 322,78",CE,sim
202604-00309,2026-04-04,C11142,6,marketplace,Android,Casa e Decoração,"R$ 104,96",RS,nao
202604-00310,2026-04-05,C31393,5,app,Desktop,Livros,"R$ 69,12",CE,nao
202604-00311,2026-04-13,C28829,10,app,,Livros,"R$ 376,50",BA,nao
202604-00312,2026-04-28,C33847,6,app,Android,Esporte,"R$ 80,26",PE,sim
202604-00313,2026-04-04,C28587,8,app,Desktop,Casa e Decoração,"R$ 147,84",CE,nao
202604-00314,2026-04-12,C27518,7,app,iOS,Mercado,"R$ 163,50",RJ,nao
202604-00315,2026-04-21,C16655,7,site,iOS,Beleza,"R$ 120,29",RS,sim
202604-00316,2026-04-04,C30664,9,app,Android,Livros,"R$ 122,06",PE,nao
202604-00317,2026-04-02,C16327,7,site,,Esporte,"R$ 112,54",MG,sim
202604-00318,2026-04-26,C27712,8,app,Android,Mercado,"R$ 93,78",RJ,nao
202604-00319,2026-04-02,C21117,6,marketplace,Android,Eletrônicos,"R$ 372,06",SP,nao
202604-00320,2026-04-15,C32219,10,app,Android,Livros,"R$ 98,81",DF,sim
202604-00321,2026-04-24,C14639,8,marketplace,iOS,Esporte,"R$ 96,19",SP,sim
202604-00322,2026-04-01,C15644,10,app,Desktop,Mercado,"R$ 157,39",MG,sim
202604-00323,2026-04-27,C29367,8,app,Desktop,Eletrônicos,"R$ 166,23",MG,nao
202604-00324,2026-04-08,C12067,4,site,Android,Mercado,"R$ 55,22",SP,nao
202604-00325,2026-04-18,C14500,6,app,Desktop,Moda,"R$ 134,30",SP,sim
202604-00326,2026-04-03,C13956,10,site,Android,Moda,"R$ 579,35",BA,nao
202604-00327,2026-04-08,C29070,9,site,iOS,Mercado,"R$ 172,53",CE,nao
202604-00328,2026-04-16,C12645,4,site,,Moda,"R$ 83,11",SP,sim
202604-00329,2026-04-10,C23638,6,site,Android,Beleza,"R$ 78,68",SP,sim
202604-00330,2026-04-17,C24759,8,app,Desktop,Esporte,"R$ 87,32",RS,sim
202604-00331,2026-04-20,C12884,4,site,Android,Casa e Decoração,"R$ 205,11",CE,nao
202604-00332,2026-04-07,C13850,6,app,Desktop,Esporte,"R$ 143,66",PR,nao
202604-00333,2026-04-17,C17185,10,marketplace,Android,Moda,"R$ 63,84",DF,nao
202604-00334,2026-04-26,C14889,3,app,Desktop,Beleza,"R$ 99,46",RJ,nao
202604-00335,2026-04-02,C31130,10,app,iOS,Casa e Decoração,"R$ 478,59",SP,nao
202604-00336,2026-04-02,C13421,5,site,Desktop,Moda,"R$ 172,03",CE,sim
202604-00337,2026-04-17,C13803,7,site,iOS,Beleza,"R$ 112,82",CE,nao
202604-00338,2026-04-08,C35525,10,app,iOS,Moda,"R$ 42,43",BA,nao
202604-00339,2026-04-08,C12409,7,marketplace,Android,Beleza,"R$ 168,58",PE,sim
202604-00340,2026-04-15,C15834,10,app,iOS,Livros,"R$ 130,14",SP,sim
202604-00341,2026-04-07,C21006,8,site,Android,Eletrônicos,"R$ 92,37",RS,nao
202604-00342,2026-04-15,C23704,9,app,iOS,Casa e Decoração,"R$ 95,56",CE,sim
202604-00343,2026-04-06,C28943,9,site,Desktop,Eletrônicos,"R$ 93,81",SP,nao
202604-00344,2026-04-28,C17092,8,marketplace,Desktop,Casa e Decoração,"R$ 119,05",CE,sim
202604-00345,2026-04-08,C20724,10,site,iOS,Esporte,"R$ 117,22",PR,sim
202604-00346,2026-04-14,C11449,3,marketplace,Android,Mercado,"R$ 293,93",SP,sim
202604-00347,2026-04-16,C36532,7,app,Desktop,Beleza,"R$ 76,89",PE,nao
202604-00348,2026-04-25,C10407,7,app,Android,Moda,"R$ 318,02",DF,sim
202604-00349,2026-04-21,C12973,4,app,,Livros,"R$ 1.092,72",PR,nao
202604-00350,2026-04-28,C28690,10,app,iOS,Beleza,"R$ 142,06",CE,nao
202604-00351,2026-04-06,C35882,7,site,Android,Livros,"R$ 148,40",PE,sim
202604-00352,2026-04-13,C39276,8,marketplace,Android,Casa e Decoração,"R$ 190,88",RJ,nao
202604-00353,2026-04-18,C28849,9,site,Android,Eletrônicos,"R$ 129,37",SP,nao
202604-00354,2026-04-17,C39819,7,site,Desktop,Eletrônicos,"R$ 109,30",SP,nao
202604-00355,2026-04-02,C21979,8,app,Android,Livros,"R$ 268,71",SP,sim
202604-00356,2026-04-05,C20974,9,site,iOS,Beleza,"R$ 15,51",PR,sim
202604-00357,2026-04-11,C21557,9,site,Android,Beleza,"R$ 139,26",PR,nao
202604-00358,2026-04-12,C24824,8,app,Android,Eletrônicos,"R$ 92,58",BA,nao
202604-00359,2026-04-10,C24810,10,site,Android,Livros,"R$ 235,87",DF,sim
202604-00360,2026-04-03,C12627,7,app,iOS,Eletrônicos,"R$ 161,57",CE,sim
202604-00361,2026-04-23,C14848,6,app,Desktop,Esporte,"R$ 46,26",RJ,sim
202604-00362,2026-04-05,C25528,7,app,Android,Livros,"R$ 222,22",DF,sim
202604-00363,2026-04-01,C38566,10,app,Desktop,Esporte,"R$ 174,02",RJ,nao
202604-00364,2026-04-21,C31169,10,app,Android,Livros,"R$ 174,40",BA,nao
202604-00365,2026-04-05,C39434,7,app,iOS,Casa e Decoração,"R$ 164,41",SP,sim
202604-00366,2026-04-25,C37705,10,app,Android,Beleza,"R$ 206,03",RS,sim
202604-00367,2026-04-23,C27541,10,site,Desktop,Mercado,"R$ 199,50",MG,sim
202604-00368,2026-04-02,C20375,9,app,Android,Casa e Decoração,"R$ 257,01",RJ,sim
202604-00369,2026-04-22,C20385,8,app,iOS,Beleza,"R$ 65,54",SP,sim
202604-00370,2026-04-01,C23256,7,site,Android,Beleza,"R$ 72,14",RJ,nao
202604-00371,2026-04-17,C20855,7,app,iOS,Casa e Decoração,"R$ 109,82",DF,sim
202604-00372,2026-04-11,C32581,6,site,Android,Eletrônicos,"R$ 97,95",CE,sim
202604-00373,2026-04-10,C10812,4,site,Desktop,Beleza,"R$ 141,08",RJ,nao
202604-00374,2026-04-20,C31014,8,app,Android,Mercado,"R$ 68,58",SP,nao
202604-00375,2026-04-18,C37834,10,app,Android,Eletrônicos,"R$ 234,23",RJ,nao
202604-00376,2026-04-20,C29827,5,app,iOS,Livros,"R$ 71,24",BA,nao
202604-00377,2026-04-12,C22652,7,app,iOS,Casa e Decoração,"R$ 62,93",PE,nao
202604-00378,2026-04-03,C17067,8,marketplace,Android,Beleza,"R$ 106,09",DF,nao
202604-00379,2026-04-24,C39374,8,app,Desktop,Esporte,"R$ 29,88",PE,sim
202604-00380,2026-04-16,C38427,10,app,iOS,Esporte,"R$ 51,04",RS,nao
202604-00381,2026-04-21,C39963,9,app,iOS,Beleza,"R$ 147,55",PE,sim
202604-00382,2026-04-10,C28149,10,app,Desktop,Casa e Decoração,"R$ 48,61",PE,nao
202604-00383,2026-04-08,C10879,2,app,iOS,Casa e Decoração,"R$ 138,20",CE,nao
202604-00384,2026-04-14,C15877,10,app,Android,Moda,"R$ 289,24",RS,sim
202604-00385,2026-04-16,C12186,9,app,Android,Beleza,"R$ 86,13",RS,nao
202604-00386,2026-04-23,C36813,8,marketplace,Android,Esporte,"R$ 61,47",CE,sim
202604-00387,2026-04-19,C11917,9,site,Android,Livros,"R$ 173,09",MG,sim
202604-00388,2026-04-09,C21834,10,app,Desktop,Casa e Decoração,"R$ 838,62",SP,sim
202604-00389,2026-04-21,C12517,9,app,Android,Moda,"R$ 85,09",DF,sim
202604-00390,2026-04-18,C20571,8,site,Desktop,Livros,"R$ 35,22",MG,nao
202604-00391,2026-04-04,C27511,7,app,Desktop,Eletrônicos,"R$ 91,24",BA,sim
202604-00392,2026-04-25,C25889,7,site,Desktop,Moda,"R$ 135,19",BA,sim
202604-00393,2026-04-08,C37249,7,app,Desktop,Esporte,"R$ 266,33",DF,sim
202604-00394,2026-04-04,C36831,8,app,iOS,Casa e Decoração,"R$ 120,72",RJ,nao
202604-00395,2026-04-27,C24481,7,site,Android,Mercado,"R$ 135,45",MG,nao
202604-00396,2026-04-01,C34394,10,app,iOS,Mercado,"R$ 66,22",RS,sim
202604-00397,2026-04-05,C16876,6,site,iOS,Livros,"R$ 98,24",RS,sim
202604-00398,2026-04-25,C24131,6,app,iOS,Mercado,"R$ 68,48",CE,sim
202604-00399,2026-04-02,C12170,7,app,iOS,Eletrônicos,"R$ 224,10",RS,sim
202604-00400,2026-04-19,C39529,7,marketplace,Android,Eletrônicos,"R$ 139,14",PR,sim
202604-00401,2026-04-19,C21397,10,app,Desktop,Mercado,"R$ 110,37",RS,sim
202604-00402,2026-04-04,C36856,8,site,iOS,Moda,"R$ 113,04",RJ,sim
202604-00403,2026-04-25,C27600,7,marketplace,,Livros,"R$ 80,81",MG,sim
202604-00404,2026-04-28,C33191,2,marketplace,Android,Moda,"R$ 110,61",DF,nao
202604-00405,2026-04-06,C37352,10,site,Android,Moda,"R$ 232,37",RJ,sim
202604-00406,2026-04-04,C25266,10,app,iOS,Mercado,"R$ 288,67",BA,nao
202604-00407,2026-04-24,C11330,8,site,Android,Beleza,"R$ 139,51",DF,nao
202604-00408,2026-04-22,C37560,7,app,Android,Casa e Decoração,"R$ 97,39",RS,nao
202604-00409,2026-04-27,C36294,10,app,Android,Moda,"R$ 282,23",RJ,sim
202604-00410,2026-04-22,C13446,7,marketplace,Android,Livros,"R$ 88,67",CE,sim
202604-00411,2026-04-13,C32774,8,app,iOS,Moda,"R$ 185,09",PE,sim
202604-00412,2026-04-11,C16562,6,app,Desktop,Eletrônicos,"R$ 24,35",PR,sim
202604-00413,2026-04-09,C35061,6,site,Android,Casa e Decoração,"R$ 51,70",CE,nao
202604-00414,2026-04-13,C25877,7,app,iOS,Beleza,"R$ 109,57",SP,sim
202604-00415,2026-04-16,C17563,7,app,iOS,Eletrônicos,"R$ 335,87",CE,sim
202604-00416,2026-04-22,C10876,8,site,Android,Livros,"R$ 149,95",CE,nao
202604-00417,2026-04-20,C13156,10,app,Android,Esporte,"R$ 54,75",SP,nao
202604-00418,2026-04-10,C31695,10,site,Android,Esporte,"R$ 115,23",PR,nao
202604-00419,2026-04-18,C10579,9,site,iOS,Beleza,"R$ 57,38",DF,sim
202604-00420,2026-04-28,C22331,5,app,iOS,Moda,"R$ 215,41",BA,nao
202604-00421,2026-04-16,C24112,8,marketplace,Android,Beleza,"R$ 64,62",MG,sim
202604-00422,2026-04-22,C28146,6,site,Android,Beleza,"R$ 267,15",CE,sim
202604-00423,2026-04-09,C26210,5,site,Android,Livros,"R$ 383,70",PE,nao
202604-00424,2026-04-11,C12012,6,site,,Eletrônicos,"R$ 189,97",RS,sim
202604-00425,2026-04-26,C34315,7,site,Android,Livros,"R$ 185,35",BA,nao
202604-00426,2026-04-12,C21710,7,app,iOS,Moda,"R$ 108,42",PE,sim
202604-00427,2026-04-19,C12783,8,app,iOS,Casa e Decoração,"R$ 60,25",RS,sim
202604-00428,2026-04-18,C20686,10,app,Android,Beleza,"R$ 84,84",SP,nao
202604-00429,2026-04-19,C10728,8,app,Android,Beleza,"R$ 60,58",CE,nao
202604-00430,2026-04-04,C32638,2,site,iOS,Esporte,"R$ 106,30",CE,nao
202604-00431,2026-04-12,C24286,10,app,Android,Mercado,"R$ 210,44",RS,sim
202604-00432,2026-04-07,C19416,8,site,iOS,Esporte,"R$ 101,09",DF,nao
202604-00433,2026-04-24,C13013,8,site,Android,Esporte,"R$ 178,21",SP,nao
202604-00434,2026-04-26,C27401,6,app,iOS,Mercado,"R$ 265,08",SP,sim
202604-00435,2026-04-17,C36349,9,site,Android,Casa e Decoração,"R$ 200,88",RS,sim
202604-00436,2026-04-20,C26887,9,app,Android,Moda,"R$ 123,19",RS,sim
202604-00437,2026-04-28,C16112,9,site,iOS,Mercado,"R$ 183,88",DF,nao
202604-00438,2026-04-26,C30133,8,app,Desktop,Esporte,"R$ 81,33",DF,sim
202604-00439,2026-04-15,C14841,8,site,Android,Mercado,"R$ 359,36",BA,nao
202604-00440,2026-04-11,C38186,5,site,iOS,Moda,"R$ 43,50",PE,nao
202604-00441,2026-04-21,C15262,9,app,Android,Beleza,"R$ 125,92",RS,sim
202604-00442,2026-04-01,C18047,9,app,iOS,Beleza,"R$ 144,14",PR,nao
202604-00443,2026-04-07,C15221,8,app,iOS,Mercado,"R$ 344,78",SP,nao
202604-00444,2026-04-21,C37935,4,site,Android,Mercado,"R$ 68,04",MG,sim
202604-00445,2026-04-11,C29713,8,app,iOS,Beleza,"R$ 38,47",RJ,nao
202604-00446,2026-04-13,C37518,7,site,iOS,Eletrônicos,"R$ 388,79",RJ,sim
202604-00447,2026-04-25,C27211,8,site,Desktop,Moda,"R$ 142,81",SP,sim
202604-00448,2026-04-11,C37273,5,site,Android,Livros,"R$ 78,93",BA,sim
202604-00449,2026-04-05,C13500,6,marketplace,Desktop,Beleza,"R$ 97,28",PR,nao
202604-00450,2026-04-02,C26068,10,app,Android,Eletrônicos,"R$ 179,54",SP,nao
202604-00451,2026-04-22,C18072,5,site,Desktop,Moda,"R$ 144,40",CE,nao
202604-00452,2026-04-27,C20098,9,app,,Esporte,"R$ 269,91",BA,sim
202604-00453,2026-04-23,C35847,10,site,iOS,Beleza,"R$ 59,71",SP,nao
202604-00454,2026-04-26,C32454,6,site,Desktop,Mercado,"R$ 50,39",BA,nao
202604-00455,2026-04-09,C19859,8,app,Desktop,Moda,"R$ 168,42",PE,nao
202604-00456,2026-04-15,C30688,10,app,Desktop,Livros,"R$ 115,22",MG,nao
202604-00457,2026-04-28,C12624,7,site,Desktop,Beleza,"R$ 135,13",RS,nao
202604-00458,2026-04-23,C23840,5,marketplace,Desktop,Mercado,"R$ 524,62",BA,sim
202604-00459,2026-04-03,C21529,4,site,Android,Esporte,"R$ 138,29",DF,nao
202604-00460,2026-04-25,C11707,10,app,iOS,Beleza,"R$ 122,09",SP,sim
202604-00461,2026-04-21,C20012,8,app,iOS,Moda,"R$ 94,61",PR,sim
202604-00462,2026-04-28,C29464,7,site,Android,Casa e Decoração,"R$ 317,66",MG,nao
202604-00463,2026-04-09,C15684,4,app,Desktop,Mercado,"R$ 355,46",MG,nao
202604-00464,2026-04-12,C15960,6,app,Android,Mercado,"R$ 100,82",PE,sim
202604-00465,2026-04-18,C31204,8,app,iOS,Eletrônicos,"R$ 183,46",SP,nao
202604-00466,2026-04-02,C23141,5,app,Android,Moda,"R$ 167,93",MG,sim
202604-00467,2026-04-19,C13845,10,marketplace,,Esporte,"R$ 46,80",MG,nao
202604-00468,2026-04-27,C32072,8,site,iOS,Moda,"R$ 76,45",CE,sim
202604-00469,2026-04-10,C34459,8,marketplace,iOS,Mercado,"R$ 123,15",RS,sim
202604-00470,2026-04-24,C32190,6,site,iOS,Mercado,"R$ 170,97",RS,sim
202604-00471,2026-04-08,C30240,10,app,iOS,Esporte,"R$ 106,31",RS,nao
202604-00472,2026-04-05,C38555,10,app,Android,Livros,"R$ 49,14",CE,sim
202604-00473,2026-04-24,C29568,6,site,iOS,Eletrônicos,"R$ 169,13",PE,sim
202604-00474,2026-04-16,C39760,10,app,Android,Livros,"R$ 155,86",PR,sim
202604-00475,2026-04-20,C22482,8,app,Android,Casa e Decoração,"R$ 121,45",DF,sim
202604-00476,2026-04-02,C29021,4,marketplace,iOS,Beleza,"R$ 185,52",DF,nao
202604-00477,2026-04-03,C20397,9,marketplace,Android,Casa e Decoração,"R$ 88,55",MG,sim
202604-00478,2026-04-16,C38563,7,app,iOS,Casa e Decoração,"R$ 146,37",MG,nao
202604-00479,2026-04-20,C37183,8,app,iOS,Casa e Decoração,"R$ 116,01",RS,nao
202604-00480,2026-04-24,C26098,10,marketplace,iOS,Mercado,"R$ 102,22",BA,nao
202604-00481,2026-04-02,C17532,8,app,Android,Moda,"R$ 77,22",MG,nao
202604-00482,2026-04-02,C24467,10,app,Android,Beleza,"R$ 107,03",CE,nao
202604-00483,2026-04-04,C21455,7,app,Desktop,Moda,"R$ 306,41",MG,sim
202604-00484,2026-04-19,C39192,10,site,iOS,Eletrônicos,"R$ 79,81",RS,sim
202604-00485,2026-04-08,C35174,5,app,iOS,Casa e Decoração,"R$ 245,98",RJ,sim
202604-00486,2026-04-13,C22240,7,app,Desktop,Mercado,"R$ 211,33",RJ,nao
202604-00487,2026-04-15,C37220,4,app,Android,Livros,"R$ 226,97",RJ,nao
202604-00488,2026-04-11,C11436,5,site,Desktop,Casa e Decoração,"R$ 202,66",SP,sim
202604-00489,2026-04-26,C31090,8,app,Android,Livros,"R$ 62,32",SP,sim
202604-00490,2026-04-13,C13032,7,site,iOS,Mercado,"R$ 196,45",SP,nao
202604-00491,2026-04-06,C22730,9,app,iOS,Mercado,"R$ 182,93",PR,sim
202604-00492,2026-04-26,C24167,10,app,Desktop,Livros,"R$ 40,65",CE,sim
202604-00493,2026-04-27,C22040,10,app,Android,Beleza,"R$ 130,72",RJ,nao
202604-00494,2026-04-14,C12956,7,app,Desktop,Esporte,"R$ 47,88",SP,sim
202604-00495,2026-04-03,C11325,8,app,Desktop,Livros,"R$ 231,63",PE,sim
202604-00496,2026-04-16,C27277,7,site,Android,Casa e Decoração,"R$ 349,96",MG,nao
202604-00497,2026-04-10,C14869,5,app,Android,Casa e Decoração,"R$ 120,49",CE,sim
202604-00498,2026-04-19,C11563,5,site,Desktop,Esporte,"R$ 156,73",RS,sim
202604-00499,2026-04-04,C25225,9,site,Android,Casa e Decoração,"R$ 90,51",PE,nao
202604-00500,2026-04-25,C26496,3,app,,Livros,"R$ 139,67",RJ,nao
202604-00501,2026-04-27,C22876,9,app,Android,Livros,"R$ 161,26",MG,nao
202604-00502,2026-04-25,C31963,10,app,Desktop,Casa e Decoração,"R$ 57,41",CE,sim
202604-00503,2026-04-24,C29793,10,app,Android,Beleza,"R$ 279,99",RJ,sim
202604-00504,2026-04-01,C15627,5,app,Android,Beleza,"R$ 151,98",RJ,nao
202604-00505,2026-04-12,C32631,7,app,Android,Beleza,"R$ 114,77",SP,nao
202604-00506,2026-04-01,C16252,9,app,iOS,Moda,"R$ 86,40",MG,sim
202604-00507,2026-04-21,C17922,7,app,Android,Mercado,"R$ 124,45",MG,sim
202604-00508,2026-04-05,C25531,6,app,iOS,Moda,"R$ 56,82",CE,nao
202604-00509,2026-04-01,C38173,8,marketplace,iOS,Casa e Decoração,"R$ 54,37",CE,nao
202604-00510,2026-04-04,C30657,10,app,Android,Beleza,"R$ 167,97",SP,nao
202604-00511,2026-04-24,C28163,4,site,iOS,Beleza,"R$ 75,62",SP,nao
202604-00512,2026-04-22,C39657,10,site,Android,Livros,"R$ 61,14",SP,sim
202604-00513,2026-04-19,C20349,7,site,iOS,Livros,"R$ 167,91",PE,nao
202604-00514,2026-04-16,C30404,8,marketplace,iOS,Livros,"R$ 101,89",RJ,nao
202604-00515,2026-04-24,C16298,7,app,Android,Esporte,"R$ 328,87",RS,sim
202604-00516,2026-04-20,C37965,10,site,Android,Moda,"R$ 241,10",BA,nao
202604-00517,2026-04-14,C37298,8,site,Android,Casa e Decoração,"R$ 69,01",PE,nao
202604-00518,2026-04-20,C16789,6,site,Android,Livros,"R$ 175,17",MG,nao
202604-00519,2026-04-06,C29849,9,app,Android,Beleza,"R$ 324,12",PR,nao
202604-00520,2026-04-02,C10594,10,app,iOS,Livros,"R$ 42,43",DF,sim
202604-00521,2026-04-02,C36437,10,app,Android,Esporte,"R$ 60,42",DF,sim
202604-00522,2026-04-16,C18448,8,app,Android,Mercado,"R$ 144,77",PR,sim
202604-00523,2026-04-09,C39370,10,site,Android,Esporte,"R$ 1.071,64",DF,sim
202604-00524,2026-04-26,C24979,9,site,Android,Eletrônicos,"R$ 106,89",CE,sim
202604-00525,2026-04-17,C13454,9,site,iOS,Moda,"R$ 226,19",SP,nao
202604-00526,2026-04-23,C24467,8,app,Android,Mercado,"R$ 426,94",RS,sim
202604-00527,2026-04-11,C36842,9,app,Desktop,Beleza,"R$ 172,16",BA,nao
202604-00528,2026-04-08,C37355,9,site,iOS,Esporte,"R$ 163,22",SP,sim
202604-00529,2026-04-23,C34734,10,app,Android,Moda,"R$ 78,88",BA,sim
202604-00530,2026-04-14,C35795,6,site,Desktop,Beleza,"R$ 56,25",DF,nao
202604-00531,2026-04-26,C32354,8,marketplace,iOS,Moda,"R$ 209,61",DF,sim
202604-00532,2026-04-03,C12778,9,site,Android,Mercado,"R$ 392,35",DF,sim
202604-00533,2026-04-25,C11215,8,app,Android,Esporte,"R$ 194,05",PE,sim
202604-00534,2026-04-10,C23739,5,marketplace,Android,Esporte,"R$ 92,67",DF,nao
202604-00535,2026-04-12,C10258,9,site,Desktop,Esporte,"R$ 220,16",BA,sim
202604-00536,2026-04-21,C16721,7,site,Android,Esporte,"R$ 115,57",CE,nao
202604-00537,2026-04-25,C16464,5,site,iOS,Esporte,"R$ 94,64",PE,nao
202604-00538,2026-04-17,C27720,10,app,iOS,Esporte,"R$ 181,75",MG,nao
202604-00539,2026-04-01,C10913,9,site,Android,Casa e Decoração,"R$ 125,82",MG,sim
202604-00540,2026-04-24,C23852,8,site,iOS,Eletrônicos,"R$ 76,54",RS,nao
202604-00541,2026-04-12,C14057,10,app,Android,Eletrônicos,"R$ 163,15",DF,nao
202604-00542,2026-04-15,C21107,9,app,Desktop,Esporte,"R$ 84,08",SP,sim
202604-00543,2026-04-22,C35715,4,app,Android,Moda,"R$ 261,91",RS,nao
202604-00544,2026-04-04,C20742,7,site,iOS,Mercado,"R$ 66,42",PR,nao
202604-00545,2026-04-23,C23949,10,app,iOS,Eletrônicos,"R$ 92,35",MG,nao
202604-00546,2026-04-07,C24619,9,marketplace,Android,Beleza,"R$ 187,15",CE,nao
202604-00547,2026-04-16,C30855,8,marketplace,Android,Beleza,"R$ 46,70",SP,nao
202604-00548,2026-04-17,C14165,10,site,Android,Livros,"R$ 145,89",MG,sim
202604-00549,2026-04-16,C11068,7,site,Desktop,Casa e Decoração,"R$ 134,34",CE,sim
202604-00550,2026-04-04,C13960,4,site,iOS,Esporte,"R$ 161,75",PE,sim
202604-00551,2026-04-12,C19937,6,app,iOS,Moda,"R$ 47,14",RS,sim
202604-00552,2026-04-02,C39302,5,site,iOS,Moda,"R$ 264,78",PE,nao
202604-00553,2026-04-12,C12213,7,app,Android,Esporte,"R$ 355,53",DF,nao
202604-00554,2026-04-26,C22363,7,site,Android,Esporte,"R$ 36,78",BA,sim
202604-00555,2026-04-21,C25103,5,site,Android,Moda,"R$ 288,61",DF,nao
202604-00556,2026-04-22,C30433,8,app,iOS,Beleza,"R$ 82,78",SP,nao
202604-00557,2026-04-24,C19089,8,site,Desktop,Livros,"R$ 172,65",CE,sim
202604-00558,2026-04-18,C31140,10,site,Android,Moda,"R$ 334,94",RS,sim
202604-00559,2026-04-07,C34594,6,marketplace,Desktop,Eletrônicos,"R$ 48,03",DF,sim
202604-00560,2026-04-26,C16743,6,marketplace,Android,Esporte,"R$ 145,79",RS,nao
202604-00561,2026-04-20,C20499,6,app,iOS,Mercado,"R$ 62,18",DF,sim
202604-00562,2026-04-14,C10788,9,app,iOS,Casa e Decoração,"R$ 117,44",MG,sim
202604-00563,2026-04-18,C15510,8,app,iOS,Mercado,"R$ 71,45",RJ,sim
202604-00564,2026-04-22,C15544,8,app,Desktop,Moda,"R$ 63,63",PE,sim
202604-00565,2026-04-13,C13235,9,site,Android,Casa e Decoração,"R$ 250,80",RS,nao
202604-00566,2026-04-02,C16637,5,app,Android,Moda,"R$ 63,39",RJ,nao
202604-00567,2026-04-13,C13770,5,site,iOS,Esporte,"R$ 77,09",DF,nao
202604-00568,2026-04-14,C30759,8,app,Desktop,Casa e Decoração,"R$ 44,05",SP,sim
202604-00569,2026-04-21,C35729,7,app,Android,Beleza,"R$ 60,17",DF,sim
202604-00570,2026-04-07,C35653,8,site,Android,Moda,"R$ 127,55",DF,sim
202604-00571,2026-04-18,C24802,6,site,Desktop,Mercado,"R$ 137,52",PE,nao
202604-00572,2026-04-01,C11971,7,site,Android,Esporte,"R$ 100,47",MG,nao
202604-00573,2026-04-12,C37605,10,site,Android,Esporte,"R$ 310,54",PE,nao
202604-00574,2026-04-19,C12291,6,app,Android,Eletrônicos,"R$ 217,20",DF,sim
202604-00575,2026-04-14,C16909,9,site,Desktop,Casa e Decoração,"R$ 54,39",RS,nao
202604-00576,2026-04-09,C18058,9,site,iOS,Moda,"R$ 356,58",CE,nao
202604-00577,2026-04-01,C39950,5,marketplace,Android,Eletrônicos,"R$ 63,93",BA,nao
202604-00578,2026-04-22,C15686,10,app,Desktop,Livros,"R$ 146,94",SP,nao
202604-00579,2026-04-03,C35798,9,site,Android,Esporte,"R$ 154,22",DF,sim
202604-00580,2026-04-22,C14044,8,marketplace,Desktop,Mercado,"R$ 48,01",CE,nao
202604-00581,2026-04-04,C25161,10,app,iOS,Eletrônicos,"R$ 275,53",SP,sim
202604-00582,2026-04-22,C33238,7,site,iOS,Esporte,"R$ 117,87",RS,nao
202604-00583,2026-04-08,C26181,5,site,iOS,Beleza,"R$ 174,16",PR,sim
202604-00584,2026-04-04,C38505,10,app,Android,Moda,"R$ 116,33",PE,sim
202604-00585,2026-04-22,C32360,10,site,iOS,Esporte,"R$ 96,17",SP,sim
202604-00586,2026-04-09,C28674,9,site,Desktop,Livros,"R$ 59,52",MG,nao
202604-00587,2026-04-23,C32208,8,app,iOS,Esporte,"R$ 107,55",SP,nao
202604-00588,2026-04-21,C32056,9,app,iOS,Casa e Decoração,"R$ 93,82",PE,nao
202604-00589,2026-04-09,C13988,7,site,Android,Casa e Decoração,"R$ 216,64",PE,sim
202604-00590,2026-04-02,C19107,6,marketplace,Android,Casa e Decoração,"R$ 39,46",PR,sim
202604-00591,2026-04-03,C38839,10,app,iOS,Livros,"R$ 319,58",BA,sim
202604-00592,2026-04-03,C18191,4,marketplace,iOS,Eletrônicos,"R$ 196,92",PE,sim
202604-00593,2026-04-26,C10787,7,app,Android,Casa e Decoração,"R$ 146,12",PE,nao
202604-00594,2026-04-08,C21167,9,app,Desktop,Esporte,"R$ 103,12",CE,sim
202604-00595,2026-04-20,C24369,5,marketplace,Android,Esporte,"R$ 74,94",SP,sim
202604-00596,2026-04-02,C22366,7,app,Desktop,Eletrônicos,"R$ 67,88",SP,sim
202604-00597,2026-04-02,C19878,8,app,Android,Eletrônicos,"R$ 73,62",CE,sim
202604-00598,2026-04-28,C22499,9,site,Android,Beleza,"R$ 344,15",RS,sim
202604-00599,2026-04-01,C24857,6,marketplace,Android,Esporte,"R$ 143,68",SP,sim
202604-00600,2026-04-15,C26948,9,app,iOS,Eletrônicos,"R$ 169,09",SP,sim
202604-00601,2026-04-19,C35867,8,site,Desktop,Moda,"R$ 204,36",RJ,nao
202604-00602,2026-04-24,C30344,9,app,iOS,Mercado,"R$ 51,09",CE,sim
202604-00603,2026-04-19,C24281,10,app,Android,Casa e Decoração,"R$ 226,13",RS,nao
202604-00604,2026-04-25,C14771,6,site,iOS,Casa e Decoração,"R$ 124,78",DF,nao
202604-00605,2026-04-17,C29216,10,app,iOS,Moda,"R$ 104,95",SP,sim
202604-00606,2026-04-07,C30989,10,app,Android,Casa e Decoração,"R$ 635,69",PR,sim
202604-00607,2026-04-20,C32689,6,site,Android,Casa e Decoração,"R$ 46,21",CE,nao
