id_resposta;data_resposta;cidade;idade;canal_atendimento;nota_satisfacao;nota_atendimento;nota_preco;recomendaria;tempo_cliente_meses;comentario
307;2-4-26;Fortaleza;19;E-mail;3.0;3;4;Sim;55;Muito satisfeito com a solução.
345;5-4-26;Campinas;57;Chat;4.0;5;2;NÃO;62;Atendimento excelente, resolveram rápido.
314;28/04/2026;Rio de Janeiro;26;loja fisica;3.0;2;4;Não;55;Atendente foi educado mas não resolveu meu problema.
198;5-5-26;Salvador;64;WhatsApp;3.0;3;3;Não;66;Não recomendo o suporte por telefone.
258;17/04/2026;Curitiba;57;Chat;3.0;4;4;Não;51;Demorou demais para me atenderem.
140;25-4-26;Rio de Janeiro;35;WhatsApp;4.0;5;3;nao;54;Preço alto comparado à concorrência.
398;19/05/2026;Salvador;73;telefone;2.0;2;3;sim;41;
356;06/05/2026;Campinas;70;WhatsApp;3.0;2;4;Sim ;38;Produto bom, mas a entrega atrasou.
108;2026-05-21;Porto Alegre;60;whatsapp;4.0;3;5;Sim ;70;Produto bom, mas a entrega atrasou.
9;08/05/2026;Curitiba;70;chat ;3.0;3;2;Sim;28;Ótima experiência do início ao fim.
348;09/04/2026;Salvador;56;Telefone;3.0;4;3;Não;8;Poderia melhorar o prazo de resposta.
407;2026-04-07;Recife;60;Loja física;3.0;5;2;NÃO;90;Produto bom, mas a entrega atrasou.
394;16-4-26;Porto Alegre;64;E-mail;3.0;3;5;Não;84;Demorou demais para me atenderem.
192;28/04/2026;Brasília;27;E-mail;4.0;5;1;Sim ;29;Atendente foi educado mas não resolveu meu problema.
235;10/05/2026;Belo Horizonte;67;chat ;3.0;2;1;nao;58;Tudo certo.
22;4-4-26;Recife;40;WhatsApp;2.0;3;5;Sim ;84;
403;2026-05-24;Belo Horizonte;39;chat ;3.0;2;1;sim;52;Atendimento excelente, resolveram rápido.
273;2026-04-16;Porto Alegre;33;loja fisica;4.0;5;3;nao;14;Produto bom, mas a entrega atrasou.
372;19/04/2026;Fortaleza;29;email;4.0;4;3;sim;6;Tudo certo.
18;17/05/2026;Brasília;66;Chat;3.0;2;4;Sim ;84;Atendente foi educado mas não resolveu meu problema.
340;09/04/2026;Recife;72;Loja física;3.0;3;4;sim;13;Poderia melhorar o prazo de resposta.
79;2-4-26;Porto Alegre;62;whatsapp;5.0;5;1;Sim;74;Preço alto comparado à concorrência.
47;17-5-26;Recife;38;Chat;5.0;4;3;sim;54;
373;03/05/2026;Belo Horizonte;999;Chat;5.0;5;3;Sim ;9;Demorou demais para me atenderem.
383;2026-05-09;Brasília;43;Telefone;3.0;2;5;nao;77;Poderia melhorar o prazo de resposta.
342;21-4-26;Campinas;34;Telefone;5.0;5;4;sim;83;Poderia melhorar o prazo de resposta.
389;22-5-26;Campinas;56;Chat;5.0;5;5;nao;9;Atendente foi educado mas não resolveu meu problema.
220;6-5-26;Fortaleza;48;Chat;4.0;4;3;Sim ;8;Demorou demais para me atenderem.
384;6-5-26;Brasília;40;E-mail;3.0;2;1;Não;96;Demorou demais para me atenderem.
250;2026-05-04;Curitiba;41;WhatsApp;;3;1;sim;95;Produto bom, mas a entrega atrasou.
136;2026-04-19;Brasília;999;loja fisica;4.0;3;3;NÃO;4;Ótima experiência do início ao fim.
202;07/05/2026;São Paulo;36;loja fisica;5.0;5;5;Sim ;87;Poderia melhorar o prazo de resposta.
388;2026-04-09;Porto Alegre;61;loja fisica;5.0;4;1;Sim;1;Não recomendo o suporte por telefone.
111;2026-05-27;São Paulo;54;loja fisica;4.0;3;3;Não;30;Ótima experiência do início ao fim.
166;2026-04-12;São Paulo;43;chat ;4.0;3;3;Sim;48;Muito satisfeito com a solução.
64;02/05/2026;Rio de Janeiro;67;Telefone;2.0;2;4;Não;80;Produto bom, mas a entrega atrasou.
293;21-4-26;Belo Horizonte;49;E-mail;3.0;3;3;nao;80;Atendimento excelente, resolveram rápido.
93;4-5-26;São Paulo;60;whatsapp;4.0;4;3;sim;67;Atendente foi educado mas não resolveu meu problema.
246;7-5-26;Rio de Janeiro;46;telefone;4.0;4;4;sim;7;Preço alto comparado à concorrência.
63;2026-05-15;Recife;35;Chat;4.0;4;2;nao;3;Não recomendo o suporte por telefone.
1;21/04/2026;Porto Alegre;33;E-mail;4.0;4;4;Sim ;95;Não recomendo o suporte por telefone.
28;2-4-26;Fortaleza;50;E-mail;;5;2;NÃO;11;Produto bom, mas a entrega atrasou.
401;1-5-26;Curitiba;19;email;4.0;4;3;Não;40;Produto bom, mas a entrega atrasou.
251;1-5-26;Campinas;55;Chat;3.0;2;2;Não;30;Tudo certo.
178;2026-05-24;Salvador;29;whatsapp;2.0;2;2;Não;11;Tudo certo.
188;26-5-26;Curitiba;25;E-mail;5.0;5;3;nao;4;Atendente foi educado mas não resolveu meu problema.
149;25/04/2026;Fortaleza;47;loja fisica;2.0;3;3;NÃO;83;
240;2026-04-24;Fortaleza;32;email;4.0;4;3;Sim;18;Não recomendo o suporte por telefone.
385;2026-04-10;São Paulo;28;email;3.0;2;5;Sim ;29;
382;06/04/2026;São Paulo;33;whatsapp;;4;3;Não;91;Muito satisfeito com a solução.
366;2026-04-12;Rio de Janeiro;999;whatsapp;4.0;4;1;Sim;27;Produto bom, mas a entrega atrasou.
159;12/05/2026;Curitiba;39;email;5.0;5;4;sim;20;Demorou demais para me atenderem.
144;17/05/2026;Recife;73;WhatsApp;;1;1;Não;74;Tudo certo.
274;2026-04-10;Salvador;999;WhatsApp;5.0;5;5;Não;57;Atendente foi educado mas não resolveu meu problema.
60;2026-04-26;Curitiba;35;whatsapp;;5;5;Não;86;
203;10/04/2026;Recife;26;chat ;3.0;2;1;Não;6;Tudo certo.
357;6-4-26;Campinas;43;Telefone;3.0;3;3;Não;79;Muito satisfeito com a solução.
209;19-5-26;São Paulo;56;Chat;5.0;5;2;NÃO;74;Muito satisfeito com a solução.
368;9-4-26;Brasília;42;chat ;1.0;3;3;nao;6;Preço alto comparado à concorrência.
150;20-5-26;Salvador;27;telefone;3.0;3;2;Sim ;39;Preço alto comparado à concorrência.
124;3-4-26;Curitiba;70;chat ;3.0;3;4;NÃO;1;Preço alto comparado à concorrência.
312;2026-05-04;Porto Alegre;26;E-mail;1.0;1;2;Sim;68;Ótima experiência do início ao fim.
17;24/05/2026;Brasília;67;E-mail;4.0;3;3;NÃO;22;Preço alto comparado à concorrência.
225;2026-05-28;Brasília;38;WhatsApp;3.0;3;1;sim;18;Poderia melhorar o prazo de resposta.
386;7-5-26;Recife;50;Telefone;5.0;4;5;sim;83;Produto bom, mas a entrega atrasou.
230;22-4-26;Fortaleza;51;telefone;3.0;4;4;Sim;8;Não recomendo o suporte por telefone.
309;22/04/2026;Recife;58;email;5.0;4;2;Sim;91;Demorou demais para me atenderem.
362;2026-05-01;Rio de Janeiro;22;E-mail;5.0;5;4;sim;94;Demorou demais para me atenderem.
344;2026-04-16;Recife;29;email;3.0;3;1;Não;36;Poderia melhorar o prazo de resposta.
98;17/04/2026;Porto Alegre;67;chat ;3.0;3;4;NÃO;35;Atendimento excelente, resolveram rápido.
126;12-4-26;Salvador;19;Chat;;4;3;Sim ;54;Não recomendo o suporte por telefone.
62;19/04/2026;Recife;26;E-mail;;4;4;nao;42;Muito satisfeito com a solução.
82;8-4-26;Recife;999;loja fisica;5.0;4;3;NÃO;49;Poderia melhorar o prazo de resposta.
247;13/04/2026;Curitiba;69;Loja física;5.0;5;1;sim;43;Preço alto comparado à concorrência.
325;3-5-26;Campinas;58;whatsapp;5.0;4;2;Não;8;Poderia melhorar o prazo de resposta.
57;05/04/2026;Recife;62;email;4.0;3;2;nao;43;Não recomendo o suporte por telefone.
20;08/04/2026;São Paulo;32;Telefone;3.0;3;4;Sim;66;Muito satisfeito com a solução.
87;09/04/2026;São Paulo;28;loja fisica;4.0;5;2;NÃO;37;Poderia melhorar o prazo de resposta.
327;02/04/2026;São Paulo;48;WhatsApp;2.0;3;4;Não;71;
247;13/04/2026;Curitiba;69;Loja física;5.0;5;1;sim;43;Preço alto comparado à concorrência.
138;22/05/2026;Belo Horizonte;65;telefone;3.0;2;5;sim;49;Tudo certo.
317;21/04/2026;Fortaleza;42;email;4.0;4;3;NÃO;10;Não recomendo o suporte por telefone.
35;2026-05-05;Campinas;31;email;3.0;2;3;Não;65;Poderia melhorar o prazo de resposta.
297;2026-04-04;Brasília;70;Loja física;4.0;5;4;Sim;93;Poderia melhorar o prazo de resposta.
139;15/05/2026;Salvador;37;loja fisica;4.0;3;5;Sim;20;Produto bom, mas a entrega atrasou.
255;8-4-26;Belo Horizonte;18;Loja física;5.0;5;4;Sim;80;
77;04/04/2026;Curitiba;65;Chat;3.0;4;2;NÃO;77;Preço alto comparado à concorrência.
27;23/05/2026;Curitiba;36;Telefone;4.0;2;3;NÃO;8;Atendente foi educado mas não resolveu meu problema.
289;2026-04-04;Salvador;30;telefone;3.0;3;3;nao;68;
44;09/04/2026;Campinas;45;chat ;3.0;2;3;NÃO;15;Tudo certo.
97;2026-05-17;Fortaleza;48;whatsapp;4.0;4;3;nao;25;Ótima experiência do início ao fim.
84;2026-04-21;Rio de Janeiro;28;E-mail;4.0;3;4;sim;1;Tudo certo.
253;2026-05-24;Belo Horizonte;64;E-mail;4.0;4;2;NÃO;63;Produto bom, mas a entrega atrasou.
367;21/05/2026;Fortaleza;72;Chat;5.0;5;4;nao;63;
362;2026-05-01;Rio de Janeiro;22;E-mail;5.0;5;4;sim;94;Demorou demais para me atenderem.
186;07/04/2026;Rio de Janeiro;46;whatsapp;3.0;3;2;Sim ;41;
74;25-4-26;Fortaleza;59;whatsapp;4.0;5;1;Sim;38;Muito satisfeito com a solução.
374;13-5-26;Salvador;72;Loja física;5.0;5;4;Sim;90;Ótima experiência do início ao fim.
249;2026-05-11;Fortaleza;52;Chat;4.0;3;3;NÃO;64;Poderia melhorar o prazo de resposta.
248;01/04/2026;Rio de Janeiro;65;email;2.0;2;3;nao;31;Não recomendo o suporte por telefone.
234;19/04/2026;Recife;40;Loja física;4.0;4;4;Sim;61;Atendimento excelente, resolveram rápido.
272;2026-05-05;Porto Alegre;49;telefone;4.0;5;1;Não;54;Preço alto comparado à concorrência.
137;22/05/2026;Belo Horizonte;35;chat ;4.0;4;4;sim;19;Ótima experiência do início ao fim.
296;9-4-26;Porto Alegre;28;loja fisica;5.0;5;3;nao;71;Não recomendo o suporte por telefone.
50;3-5-26;Campinas;39;email;2.0;2;3;Não;19;Atendimento excelente, resolveram rápido.
208;11-5-26;Campinas;37;Telefone;4.0;5;5;Sim ;15;Tudo certo.
419;16-5-26;Recife;27;loja fisica;;4;5;Sim ;21;Não recomendo o suporte por telefone.
417;16/05/2026;Recife;46;telefone;4.0;3;3;Não;2;
133;03/04/2026;Recife;24;E-mail;2.0;3;3;NÃO;72;Atendente foi educado mas não resolveu meu problema.
51;2026-04-02;Campinas;72;whatsapp;4.0;4;2;Sim ;74;Muito satisfeito com a solução.
239;08/04/2026;Rio de Janeiro;56;whatsapp;4.0;5;3;Sim ;7;Muito satisfeito com a solução.
53;06/05/2026;Brasília;33;whatsapp;5.0;5;2;nao;86;Não recomendo o suporte por telefone.
81;13/05/2026;Campinas;58;E-mail;3.0;3;4;NÃO;39;Demorou demais para me atenderem.
32;20/04/2026;Brasília;31;Chat;3.0;3;1;Não;9;Muito satisfeito com a solução.
122;22-5-26;Salvador;21;Chat;4.0;5;3;Sim;59;Demorou demais para me atenderem.
212;17-5-26;São Paulo;63;Loja física;3.0;2;1;Não;85;Poderia melhorar o prazo de resposta.
352;2026-04-10;São Paulo;23;email;4.0;4;2;Sim;68;Poderia melhorar o prazo de resposta.
303;2026-05-25;Belo Horizonte;54;WhatsApp;2.0;3;4;Não;52;Não recomendo o suporte por telefone.
197;15-4-26;São Paulo;28;WhatsApp;5.0;4;3;sim;44;Ótima experiência do início ao fim.
89;2026-04-20;Salvador;56;Telefone;4.0;3;5;Sim ;74;Ótima experiência do início ao fim.
326;2026-04-28;Belo Horizonte;34;loja fisica;2.0;2;1;NÃO;66;Atendimento excelente, resolveram rápido.
324;17/05/2026;Salvador;26;telefone;2.0;2;2;nao;35;Não recomendo o suporte por telefone.
256;22-5-26;Fortaleza;19;Loja física;3.0;3;5;Sim;3;Não recomendo o suporte por telefone.
381;27-4-26;Belo Horizonte;22;Loja física;3.0;4;3;NÃO;73;Atendimento excelente, resolveram rápido.
59;2026-05-28;São Paulo;40;WhatsApp;4.0;5;3;nao;69;Não recomendo o suporte por telefone.
34;22-5-26;Rio de Janeiro;74;Chat;4.0;3;2;Sim;96;Não recomendo o suporte por telefone.
39;7-4-26;Rio de Janeiro;40;WhatsApp;4.0;4;3;Sim ;20;Muito satisfeito com a solução.
360;24/04/2026;Recife;46;E-mail;3.0;4;4;nao;49;Atendente foi educado mas não resolveu meu problema.
52;2026-05-23;Recife;33;Telefone;4.0;4;2;Sim;55;Muito satisfeito com a solução.
364;14/04/2026;Rio de Janeiro;39;email;4.0;4;3;NÃO;93;Não recomendo o suporte por telefone.
261;2026-05-03;Salvador;54;Loja física;4.0;3;3;sim;28;Ótima experiência do início ao fim.
103;2026-05-03;Salvador;57;telefone;5.0;5;4;Sim ;69;Tudo certo.
196;2026-04-21;Brasília;36;whatsapp;4.0;4;2;Sim ;52;Preço alto comparado à concorrência.
168;2026-05-25;Campinas;18;Telefone;5.0;4;4;sim;71;Ótima experiência do início ao fim.
294;28/05/2026;Fortaleza;26;WhatsApp;5.0;5;2;NÃO;84;Poderia melhorar o prazo de resposta.
117;22-5-26;Recife;70;telefone;3.0;3;3;nao;4;Ótima experiência do início ao fim.
125;28/04/2026;Brasília;34;telefone;5.0;5;5;Sim;17;Atendimento excelente, resolveram rápido.
405;2026-04-26;Porto Alegre;67;loja fisica;;4;3;Sim;85;Demorou demais para me atenderem.
219;08/04/2026;Recife;39;telefone;5.0;5;3;sim;1;Não recomendo o suporte por telefone.
288;2026-04-01;Campinas;45;Telefone;2.0;3;5;NÃO;9;Ótima experiência do início ao fim.
320;2026-05-10;Recife;23;Loja física;4.0;4;4;Não;11;Preço alto comparado à concorrência.
48;13-4-26;Campinas;37;Loja física;5.0;4;3;Não;37;Muito satisfeito com a solução.
214;21-5-26;Fortaleza;30;Chat;2.0;2;5;nao;37;Muito satisfeito com a solução.
214;21-5-26;Fortaleza;30;Chat;2.0;2;5;nao;37;Muito satisfeito com a solução.
96;18/05/2026;Curitiba;71;whatsapp;2.0;2;4;sim;64;Preço alto comparado à concorrência.
163;2026-05-12;Porto Alegre;67;Loja física;3.0;2;5;sim;26;Ótima experiência do início ao fim.
264;27-5-26;Brasília;39;E-mail;2.0;2;3;Sim;65;Atendente foi educado mas não resolveu meu problema.
361;18/05/2026;Fortaleza;68;email;3.0;3;3;Sim;5;Preço alto comparado à concorrência.
76;11-5-26;Fortaleza;35;Chat;5.0;5;2;Sim ;25;Atendente foi educado mas não resolveu meu problema.
300;28/05/2026;Campinas;26;email;4.0;5;2;NÃO;45;Não recomendo o suporte por telefone.
23;2026-04-04;Salvador;69;email;4.0;5;3;NÃO;58;Produto bom, mas a entrega atrasou.
73;9-5-26;São Paulo;51;telefone;3.0;3;2;nao;63;Não recomendo o suporte por telefone.
16;11/05/2026;Rio de Janeiro;41;email;;3;4;NÃO;11;Demorou demais para me atenderem.
169;17/05/2026;Porto Alegre;33;telefone;;3;2;nao;82;Ótima experiência do início ao fim.
