id_avaliacao,data_avaliacao,id_cliente,nota_nps,canal,dispositivo,categoria_compra,valor_pedido,uf,primeiro_pedido
202605-00302,2026-05-23,C23044,8,site,Android,Beleza,"R$ 162,84",BA,nao
202605-00303,2026-05-01,C19533,4,site,iOS,Mercado,"R$ 255,89",PR,nao
202605-00304,2026-05-09,C32118,8,app,Android,Beleza,"R$ 320,27",BA,nao
202605-00305,2026-05-09,C25909,9,app,iOS,Mercado,"R$ 262,68",SP,sim
202605-00306,2026-05-08,C28759,9,app,Android,Mercado,"R$ 311,80",PE,sim
202605-00307,2026-05-20,C20803,7,marketplace,Android,Livros,"R$ 113,46",SP,sim
202605-00308,2026-05-25,C33092,10,site,Android,Mercado,"R$ 226,41",RJ,sim
202605-00309,2026-05-07,C21865,8,site,Desktop,Mercado,"R$ 49,73",DF,nao
202605-00310,2026-05-10,C36256,4,marketplace,Android,Beleza,"R$ 149,14",PR,sim
202605-00311,2026-05-01,C11182,7,site,Android,Esporte,"R$ 79,05",PR,sim
202605-00312,2026-05-02,C15142,7,site,iOS,Livros,"R$ 369,46",CE,sim
202605-00313,2026-05-27,C35691,9,app,Android,Mercado,"R$ 54,67",RJ,nao
202605-00314,2026-05-03,C26531,6,marketplace,Android,Beleza,"R$ 69,17",RJ,sim
202605-00315,2026-05-20,C14975,7,app,Android,Beleza,"R$ 90,96",DF,sim
202605-00316,2026-05-26,C20607,6,site,Android,Casa e Decoração,"R$ 50,47",RS,nao
202605-00317,2026-05-09,C31497,8,app,Android,Beleza,"R$ 82,07",RJ,sim
202605-00318,2026-05-18,C19127,2,app,Desktop,Esporte,"R$ 511,36",PE,sim
202605-00319,2026-05-24,C22898,10,app,Android,Livros,"R$ 93,37",CE,sim
202605-00320,2026-05-01,C23020,8,app,Android,Beleza,"R$ 53,51",SP,sim
202605-00321,2026-05-05,C36531,10,site,iOS,Esporte,"R$ 458,57",BA,sim
202605-00322,2026-05-19,C18190,8,app,Android,Mercado,"R$ 248,76",CE,nao
202605-00323,2026-05-25,C17616,7,site,Android,Beleza,"R$ 47,67",SP,nao
202605-00324,2026-05-02,C20533,6,site,Android,Mercado,"R$ 133,27",MG,sim
202605-00325,2026-05-25,C28429,7,app,Android,Casa e Decoração,"R$ 104,27",PR,sim
202605-00326,2026-05-17,C28179,8,app,Desktop,Eletrônicos,"R$ 114,82",CE,sim
202605-00327,2026-05-13,C14170,8,app,iOS,Livros,"R$ 57,83",RJ,sim
202605-00328,2026-05-28,C13724,6,app,Android,Moda,"R$ 49,44",CE,nao
202605-00329,2026-05-14,C23087,10,app,,Eletrônicos,"R$ 27,83",DF,nao
202605-00330,2026-05-17,C20563,9,marketplace,Android,Livros,"R$ 320,68",RS,sim
202605-00331,2026-05-22,C16699,7,app,Desktop,Casa e Decoração,"R$ 19,64",DF,nao
202605-00332,2026-05-11,C34469,7,app,Desktop,Moda,"R$ 116,17",PR,sim
202605-00333,2026-05-01,C20410,5,site,iOS,Eletrônicos,"R$ 84,72",CE,sim
202605-00334,2026-05-07,C32742,10,app,Android,Eletrônicos,"R$ 193,53",PR,sim
202605-00335,2026-05-06,C12187,5,site,Android,Moda,"R$ 39,71",SP,nao
202605-00336,2026-05-09,C19312,6,site,Desktop,Esporte,"R$ 104,65",PR,nao
202605-00337,2026-05-09,C28386,9,app,Android,Eletrônicos,"R$ 83,54",PE,sim
202605-00338,2026-05-09,C15843,9,app,iOS,Mercado,"R$ 470,88",PR,nao
202605-00339,2026-05-20,C19084,10,app,Android,Esporte,"R$ 117,49",SP,nao
202605-00340,2026-05-26,C17596,8,app,iOS,Mercado,"R$ 94,66",SP,sim
202605-00341,2026-05-28,C10008,10,app,Desktop,Eletrônicos,"R$ 78,33",CE,sim
202605-00342,2026-05-14,C31785,7,site,iOS,Mercado,"R$ 125,94",CE,sim
202605-00343,2026-05-13,C35359,7,app,Android,Casa e Decoração,"R$ 46,49",PE,nao
202605-00344,2026-05-27,C17009,8,site,Desktop,Mercado,"R$ 116,43",SP,nao
202605-00345,2026-05-18,C24471,8,site,Android,Livros,"R$ 83,64",PE,sim
202605-00346,2026-05-21,C21409,10,site,Desktop,Mercado,"R$ 65,78",PE,nao
202605-00347,2026-05-24,C23896,10,site,Android,Moda,"R$ 35,75",BA,nao
202605-00348,2026-05-07,C24486,9,app,iOS,Esporte,"R$ 169,49",SP,nao
202605-00349,2026-05-09,C26475,6,app,Android,Eletrônicos,"R$ 163,54",BA,nao
202605-00350,2026-05-02,C32790,10,site,iOS,Eletrônicos,"R$ 25,74",PE,sim
202605-00351,2026-05-20,C30717,7,marketplace,iOS,Livros,"R$ 21,22",CE,sim
202605-00352,2026-05-20,C39303,6,app,Android,Moda,"R$ 380,09",SP,sim
202605-00353,2026-05-02,C24528,7,app,iOS,Eletrônicos,"R$ 53,43",RJ,nao
202605-00354,2026-05-21,C30119,6,marketplace,iOS,Livros,"R$ 516,74",PR,nao
202605-00355,2026-05-19,C33662,3,marketplace,Android,Livros,"R$ 58,21",MG,nao
202605-00356,2026-05-03,C16322,10,app,Android,Livros,"R$ 446,03",SP,nao
202605-00357,2026-05-02,C19028,8,app,Android,Beleza,"R$ 51,04",CE,sim
202605-00358,2026-05-10,C18970,10,site,iOS,Beleza,"R$ 370,97",SP,sim
202605-00359,2026-05-03,C13809,8,site,iOS,Eletrônicos,"R$ 68,81",CE,sim
202605-00360,2026-05-25,C15548,8,app,iOS,Casa e Decoração,"R$ 108,61",SP,nao
202605-00361,2026-05-10,C37436,9,app,Desktop,Mercado,"R$ 335,53",PR,sim
202605-00362,2026-05-10,C11747,9,site,iOS,Casa e Decoração,"R$ 57,16",MG,sim
202605-00363,2026-05-08,C37370,10,site,Desktop,Moda,"R$ 151,29",PE,nao
202605-00364,2026-05-09,C13028,9,app,Android,Casa e Decoração,"R$ 339,20",CE,nao
202605-00365,2026-05-02,C37352,5,site,iOS,Esporte,"R$ 118,50",MG,sim
202605-00366,2026-05-12,C31168,5,marketplace,Android,Moda,"R$ 40,55",PE,nao
202605-00367,2026-05-18,C37192,8,site,iOS,Esporte,"R$ 704,92",DF,sim
202605-00368,2026-05-09,C11030,4,app,Android,Livros,"R$ 118,80",CE,sim
202605-00369,2026-05-19,C20583,9,app,Android,Esporte,"R$ 132,44",CE,sim
202605-00370,2026-05-21,C21759,8,app,iOS,Beleza,"R$ 48,94",RJ,nao
202605-00371,2026-05-06,C39922,8,app,iOS,Esporte,"R$ 71,54",RJ,sim
202605-00372,2026-05-26,C30205,3,site,Android,Beleza,"R$ 280,40",CE,nao
202605-00373,2026-05-09,C33703,10,app,iOS,Livros,"R$ 125,98",PR,nao
202605-00374,2026-05-25,C39519,8,app,iOS,Beleza,"R$ 257,76",PR,nao
202605-00375,2026-05-19,C10935,7,marketplace,iOS,Casa e Decoração,"R$ 228,79",PE,sim
202605-00376,2026-05-25,C14572,6,marketplace,iOS,Eletrônicos,"R$ 304,41",SP,sim
202605-00377,2026-05-26,C21341,9,app,iOS,Eletrônicos,"R$ 139,19",MG,sim
202605-00378,2026-05-10,C20077,5,app,iOS,Moda,"R$ 148,54",MG,nao
202605-00379,2026-05-05,C32436,6,app,Android,Eletrônicos,"R$ 77,73",PR,nao
202605-00380,2026-05-16,C28016,6,app,Android,Beleza,"R$ 57,61",RJ,nao
202605-00381,2026-05-25,C13139,10,site,iOS,Moda,"R$ 308,57",PR,nao
202605-00382,2026-05-27,C32110,10,site,Android,Beleza,"R$ 51,62",RS,sim
202605-00383,2026-05-01,C17264,8,app,iOS,Moda,"R$ 49,13",SP,nao
202605-00384,2026-05-27,C10052,7,app,Android,Eletrônicos,"R$ 63,90",DF,sim
202605-00385,2026-05-02,C16921,10,app,iOS,Beleza,"R$ 92,08",PR,sim
202605-00386,2026-05-10,C22675,10,app,Android,Casa e Decoração,"R$ 185,47",RS,nao
202605-00387,2026-05-22,C26952,10,app,Android,Eletrônicos,"R$ 43,14",PE,nao
202605-00388,2026-05-21,C38261,10,site,Desktop,Moda,"R$ 271,11",RJ,nao
202605-00389,2026-05-13,C32488,6,app,Android,Livros,"R$ 245,92",DF,nao
202605-00390,2026-05-10,C23925,9,app,Android,Esporte,"R$ 103,62",SP,nao
202605-00391,2026-05-23,C20979,5,site,Desktop,Eletrônicos,"R$ 73,45",CE,sim
202605-00392,2026-05-25,C22565,10,marketplace,iOS,Eletrônicos,"R$ 121,57",DF,nao
202605-00393,2026-05-09,C16475,8,marketplace,Android,Mercado,"R$ 69,85",SP,nao
202605-00394,2026-05-10,C11305,6,app,Android,Casa e Decoração,"R$ 259,15",CE,sim
202605-00395,2026-05-09,C23949,4,marketplace,iOS,Mercado,"R$ 90,86",BA,sim
202605-00396,2026-05-10,C21694,7,site,Android,Casa e Decoração,"R$ 131,36",MG,sim
202605-00397,2026-05-24,C11199,7,site,Android,Moda,"R$ 160,30",BA,sim
202605-00398,2026-05-24,C14739,8,site,Android,Casa e Decoração,"R$ 203,21",MG,nao
202605-00399,2026-05-08,C37052,4,marketplace,Desktop,Mercado,"R$ 99,59",SP,nao
202605-00400,2026-05-12,C11254,10,app,Desktop,Livros,"R$ 227,30",BA,sim
202605-00401,2026-05-11,C30864,5,app,Android,Eletrônicos,"R$ 155,41",RJ,sim
202605-00402,2026-05-24,C31394,2,marketplace,iOS,Beleza,"R$ 125,57",RS,sim
202605-00403,2026-05-09,C19935,10,site,Android,Mercado,"R$ 62,58",SP,sim
202605-00404,2026-05-12,C28787,5,site,Android,Beleza,"R$ 207,44",SP,nao
202605-00405,2026-05-09,C26435,4,site,Android,Moda,"R$ 78,03",MG,nao
202605-00406,2026-05-07,C10613,9,app,Android,Casa e Decoração,"R$ 77,94",PE,nao
202605-00407,2026-05-04,C17252,7,app,Android,Moda,"R$ 204,57",BA,sim
202605-00408,2026-05-27,C25094,8,site,Android,Casa e Decoração,"R$ 146,46",SP,nao
202605-00409,2026-05-01,C21237,7,app,iOS,Beleza,"R$ 157,44",DF,sim
202605-00410,2026-05-07,C27440,8,app,Android,Casa e Decoração,"R$ 167,41",CE,nao
202605-00411,2026-05-03,C30689,7,app,Desktop,Eletrônicos,"R$ 106,93",SP,sim
202605-00412,2026-05-12,C19962,5,site,iOS,Livros,"R$ 118,57",DF,nao
202605-00413,2026-05-19,C15463,6,app,Android,Beleza,"R$ 55,71",SP,sim
202605-00414,2026-05-18,C34381,8,site,iOS,Esporte,"R$ 141,02",RS,sim
202605-00415,2026-05-04,C22967,9,app,Desktop,Esporte,"R$ 89,86",RJ,nao
202605-00416,2026-05-25,C35477,9,app,Desktop,Esporte,"R$ 178,67",MG,nao
202605-00417,2026-05-14,C39506,9,app,iOS,Casa e Decoração,"R$ 68,17",PR,sim
202605-00418,2026-05-17,C27551,7,site,iOS,Beleza,"R$ 156,79",BA,nao
202605-00419,2026-05-27,C24727,7,site,Desktop,Beleza,"R$ 28,20",RS,nao
202605-00420,2026-05-25,C25205,8,app,Android,Eletrônicos,"R$ 571,79",BA,nao
202605-00421,2026-05-14,C23444,6,site,iOS,Moda,"R$ 72,99",PE,sim
202605-00422,2026-05-03,C29646,8,site,Android,Eletrônicos,"R$ 151,21",DF,nao
202605-00423,2026-05-19,C30496,9,site,iOS,Casa e Decoração,"R$ 50,37",MG,sim
202605-00424,2026-05-18,C26755,9,site,Desktop,Moda,"R$ 183,70",PE,nao
202605-00425,2026-05-06,C25472,8,app,Desktop,Casa e Decoração,"R$ 154,02",PR,sim
202605-00426,2026-05-07,C28926,10,app,iOS,Esporte,"R$ 223,77",SP,nao
202605-00427,2026-05-15,C26391,4,marketplace,Desktop,Mercado,"R$ 215,75",MG,nao
202605-00428,2026-05-08,C25145,6,marketplace,iOS,Livros,"R$ 127,87",MG,sim
202605-00429,2026-05-28,C27031,7,site,Desktop,Eletrônicos,"R$ 109,38",PE,nao
202605-00430,2026-05-04,C33455,9,marketplace,Android,Esporte,"R$ 114,59",DF,sim
202605-00431,2026-05-10,C36596,6,app,Desktop,Mercado,"R$ 92,25",SP,sim
202605-00432,2026-05-21,C31287,8,app,Android,Eletrônicos,"R$ 287,28",DF,sim
202605-00433,2026-05-25,C35939,8,site,iOS,Beleza,"R$ 67,00",SP,nao
202605-00434,2026-05-26,C25813,10,app,iOS,Livros,"R$ 146,25",PR,sim
202605-00435,2026-05-25,C18019,10,app,iOS,Livros,"R$ 109,27",CE,nao
202605-00436,2026-05-23,C18451,9,app,Android,Mercado,"R$ 218,68",CE,sim
202605-00437,2026-05-01,C17242,10,app,Android,Livros,"R$ 254,72",RS,nao
202605-00438,2026-05-19,C30771,10,app,Android,Livros,"R$ 97,46",MG,nao
202605-00439,2026-05-05,C29904,7,app,Android,Livros,"R$ 153,37",MG,sim
202605-00440,2026-05-19,C19927,10,app,iOS,Casa e Decoração,"R$ 103,97",PR,nao
202605-00441,2026-05-12,C31097,10,app,Desktop,Casa e Decoração,"R$ 335,91",MG,nao
202605-00442,2026-05-21,C15541,6,app,Android,Beleza,"R$ 67,64",CE,nao
202605-00443,2026-05-11,C17367,8,app,iOS,Casa e Decoração,"R$ 150,71",RJ,sim
202605-00444,2026-05-16,C25051,6,site,Android,Eletrônicos,"R$ 313,11",BA,sim
202605-00445,2026-05-22,C11076,8,site,iOS,Casa e Decoração,"R$ 124,91",BA,sim
202605-00446,2026-05-28,C34289,5,app,iOS,Mercado,"R$ 48,37",DF,sim
202605-00447,2026-05-08,C18018,8,app,Android,Livros,"R$ 27,31",DF,sim
202605-00448,2026-05-06,C11318,10,app,iOS,Casa e Decoração,"R$ 108,78",CE,sim
202605-00449,2026-05-05,C27123,10,site,iOS,Moda,"R$ 611,27",RJ,nao
202605-00450,2026-05-26,C11673,8,app,Android,Moda,"R$ 112,79",DF,nao
202605-00451,2026-05-16,C16468,10,app,Android,Esporte,"R$ 400,30",RJ,nao
202605-00452,2026-05-19,C24082,5,app,iOS,Beleza,"R$ 34,80",SP,sim
202605-00453,2026-05-25,C24950,6,site,iOS,Beleza,"R$ 182,71",SP,nao
202605-00454,2026-05-11,C26622,9,app,iOS,Livros,"R$ 256,94",MG,nao
202605-00455,2026-05-08,C21178,6,app,Android,Casa e Decoração,"R$ 24,02",DF,nao
202605-00456,2026-05-16,C10213,10,app,Desktop,Beleza,"R$ 68,05",MG,nao
202605-00457,2026-05-25,C24156,4,app,iOS,Mercado,"R$ 134,50",RJ,nao
202605-00458,2026-05-27,C15985,9,app,iOS,Moda,"R$ 111,56",DF,sim
202605-00459,2026-05-11,C35114,7,app,iOS,Casa e Decoração,"R$ 108,68",RS,sim
202605-00460,2026-05-11,C15124,6,site,Android,Moda,"R$ 47,29",MG,sim
202605-00461,2026-05-11,C26923,6,site,Android,Mercado,"R$ 175,02",MG,nao
202605-00462,2026-05-08,C18613,8,site,Desktop,Casa e Decoração,"R$ 136,68",RS,nao
202605-00463,2026-05-24,C21597,6,app,iOS,Casa e Decoração,"R$ 107,01",BA,nao
202605-00464,2026-05-01,C34976,3,site,iOS,Beleza,"R$ 137,68",PE,nao
202605-00465,2026-05-15,C35134,10,site,Desktop,Moda,"R$ 43,30",MG,sim
202605-00466,2026-05-10,C37281,6,site,iOS,Mercado,"R$ 152,99",RS,nao
202605-00467,2026-05-24,C16535,10,app,Android,Beleza,"R$ 88,79",DF,nao
202605-00468,2026-05-06,C20665,7,app,Desktop,Esporte,"R$ 30,62",PR,nao
202605-00469,2026-05-25,C31607,7,marketplace,Desktop,Livros,"R$ 507,48",SP,nao
202605-00470,2026-05-19,C22288,8,app,iOS,Casa e Decoração,"R$ 119,63",SP,nao
202605-00471,2026-05-10,C13638,8,site,Desktop,Eletrônicos,"R$ 120,57",CE,nao
202605-00472,2026-05-27,C14973,5,marketplace,Android,Esporte,"R$ 216,22",PE,sim
202605-00473,2026-05-08,C20742,8,site,Android,Casa e Decoração,"R$ 123,02",CE,nao
202605-00474,2026-05-25,C35228,5,site,Android,Livros,"R$ 302,61",MG,nao
202605-00475,2026-05-25,C24609,8,marketplace,iOS,Casa e Decoração,"R$ 82,51",BA,nao
202605-00476,2026-05-11,C16520,10,app,Android,Casa e Decoração,"R$ 85,77",BA,sim
202605-00477,2026-05-14,C22986,6,app,Android,Mercado,"R$ 71,39",PE,sim
202605-00478,2026-05-12,C10530,3,marketplace,Desktop,Esporte,"R$ 169,03",DF,nao
202605-00479,2026-05-10,C28835,3,site,iOS,Eletrônicos,"R$ 51,42",CE,sim
202605-00480,2026-05-18,C15184,2,marketplace,Desktop,Eletrônicos,"R$ 114,41",RJ,nao
202605-00481,2026-05-25,C12394,7,site,Android,Casa e Decoração,"R$ 96,67",PR,nao
202605-00482,2026-05-21,C20827,6,app,Android,Casa e Decoração,"R$ 53,49",MG,nao
202605-00483,2026-05-01,C23155,8,site,iOS,Mercado,"R$ 82,65",PE,nao
202605-00484,2026-05-11,C23996,9,app,Desktop,Esporte,"R$ 65,39",PR,nao
202605-00485,2026-05-25,C36919,7,site,Android,Livros,"R$ 302,56",PR,sim
202605-00486,2026-05-07,C20108,9,app,iOS,Esporte,"R$ 91,04",MG,sim
202605-00487,2026-05-12,C12269,8,site,iOS,Moda,"R$ 102,67",DF,sim
202605-00488,2026-05-14,C18882,8,app,Desktop,Mercado,"R$ 96,74",MG,nao
202605-00489,2026-05-04,C37333,8,app,iOS,Mercado,"R$ 140,96",CE,sim
202605-00490,2026-05-15,C23080,6,app,Android,Esporte,"R$ 59,67",CE,sim
202605-00491,2026-05-17,C39926,5,app,Android,Moda,"R$ 39,64",MG,sim
202605-00492,2026-05-24,C29819,5,app,Desktop,Beleza,"R$ 135,86",CE,sim
202605-00493,2026-05-26,C26610,6,app,iOS,Eletrônicos,"R$ 174,08",RJ,nao
202605-00494,2026-05-26,C23763,8,app,Desktop,Casa e Decoração,"R$ 30,63",PE,nao
202605-00495,2026-05-14,C37780,8,marketplace,iOS,Livros,"R$ 214,34",RJ,sim
202605-00496,2026-05-16,C10519,5,site,iOS,Livros,"R$ 163,06",PE,nao
202605-00497,2026-05-06,C28500,6,app,,Esporte,"R$ 130,11",PR,sim
202605-00498,2026-05-25,C11277,5,app,Desktop,Mercado,"R$ 34,63",CE,nao
202605-00499,2026-05-27,C15160,7,app,iOS,Esporte,"R$ 111,43",PE,sim
202605-00500,2026-05-12,C38805,6,site,Android,Eletrônicos,"R$ 53,05",MG,nao
202605-00501,2026-05-21,C22228,7,app,iOS,Casa e Decoração,"R$ 146,72",PE,sim
202605-00502,2026-05-01,C39124,7,site,Android,Moda,"R$ 138,07",BA,nao
202605-00503,2026-05-25,C29611,7,app,iOS,Eletrônicos,"R$ 275,95",PE,sim
202605-00504,2026-05-03,C23758,6,app,iOS,Beleza,"R$ 170,94",PR,nao
202605-00505,2026-05-15,C14404,9,marketplace,Desktop,Eletrônicos,"R$ 170,14",DF,nao
202605-00506,2026-05-05,C20580,7,app,Android,Esporte,"R$ 83,95",RS,sim
202605-00507,2026-05-07,C14123,10,app,iOS,Moda,"R$ 44,88",SP,sim
202605-00508,2026-05-23,C23232,5,site,Android,Moda,"R$ 91,99",RJ,sim
202605-00509,2026-05-11,C33280,10,app,Android,Esporte,"R$ 158,51",RS,nao
202605-00510,2026-05-11,C23828,5,site,iOS,Livros,"R$ 97,79",MG,sim
202605-00511,2026-05-21,C11573,6,site,Desktop,Eletrônicos,"R$ 73,93",PE,sim
202605-00512,2026-05-06,C23001,9,site,Android,Beleza,"R$ 46,52",PR,nao
202605-00513,2026-05-13,C24814,10,app,Android,Casa e Decoração,"R$ 216,97",SP,nao
202605-00514,2026-05-21,C35182,10,app,iOS,Moda,"R$ 87,88",RS,nao
202605-00515,2026-05-25,C27986,8,app,iOS,Mercado,"R$ 44,56",CE,nao
202605-00516,2026-05-03,C35623,6,site,Android,Esporte,"R$ 171,67",RS,sim
202605-00517,2026-05-27,C13641,10,app,Android,Moda,"R$ 55,98",CE,nao
202605-00518,2026-05-18,C12718,7,app,Desktop,Moda,"R$ 109,30",PE,nao
202605-00519,2026-05-07,C14643,4,site,iOS,Eletrônicos,"R$ 183,82",DF,sim
202605-00520,2026-05-17,C29691,6,site,Android,Esporte,"R$ 105,98",BA,sim
202605-00521,2026-05-18,C17550,6,site,Desktop,Moda,"R$ 69,93",BA,nao
202605-00522,2026-05-21,C30785,8,app,iOS,Mercado,"R$ 104,49",MG,sim
202605-00523,2026-05-14,C38124,6,site,iOS,Beleza,"R$ 72,97",SP,nao
202605-00524,2026-05-14,C39286,9,app,iOS,Livros,"R$ 386,65",DF,nao
202605-00525,2026-05-23,C28211,8,app,iOS,Livros,"R$ 244,03",RS,sim
202605-00526,2026-05-05,C14711,5,app,iOS,Mercado,"R$ 135,70",PE,sim
202605-00527,2026-05-21,C23730,6,app,iOS,Mercado,"R$ 43,21",MG,nao
202605-00528,2026-05-05,C39249,6,app,Android,Esporte,"R$ 279,87",RS,sim
202605-00529,2026-05-22,C19026,10,app,iOS,Eletrônicos,"R$ 144,04",MG,nao
202605-00530,2026-05-16,C17608,4,site,iOS,Eletrônicos,"R$ 105,91",SP,nao
202605-00531,2026-05-09,C11342,9,app,Desktop,Eletrônicos,"R$ 137,40",BA,nao
202605-00532,2026-05-23,C32657,4,app,Android,Casa e Decoração,"R$ 65,16",MG,sim
202605-00533,2026-05-24,C29769,7,site,Desktop,Moda,"R$ 176,87",RJ,nao
202605-00534,2026-05-14,C11856,3,site,Desktop,Casa e Decoração,"R$ 108,47",PE,nao
202605-00535,2026-05-11,C23750,7,marketplace,iOS,Casa e Decoração,"R$ 220,24",DF,sim
202605-00536,2026-05-08,C29194,9,app,Android,Livros,"R$ 182,69",CE,nao
202605-00537,2026-05-18,C29878,6,app,Android,Esporte,"R$ 31,96",CE,nao
202605-00538,2026-05-19,C37466,7,app,Desktop,Esporte,"R$ 244,97",RJ,sim
202605-00539,2026-05-12,C29009,10,app,Desktop,Beleza,"R$ 199,81",PR,nao
202605-00540,2026-05-12,C31203,8,site,Desktop,Esporte,"R$ 158,50",SP,sim
202605-00541,2026-05-22,C39756,5,marketplace,,Esporte,"R$ 110,94",PE,sim
202605-00542,2026-05-04,C19577,10,app,Desktop,Livros,"R$ 62,82",BA,nao
202605-00543,2026-05-12,C36816,10,site,Android,Moda,"R$ 96,99",RS,nao
202605-00544,2026-05-11,C25014,10,app,Android,Mercado,"R$ 45,39",SP,sim
202605-00545,2026-05-21,C20547,9,app,Android,Mercado,"R$ 72,55",DF,sim
202605-00546,2026-05-11,C21527,4,site,Android,Mercado,"R$ 141,60",RJ,sim
202605-00547,2026-05-04,C39955,10,app,Android,Casa e Decoração,"R$ 67,26",RS,nao
202605-00548,2026-05-07,C18673,4,site,Android,Casa e Decoração,"R$ 113,94",PE,nao
202605-00549,2026-05-06,C20576,6,marketplace,,Moda,"R$ 178,36",MG,nao
202605-00550,2026-05-10,C34797,8,marketplace,iOS,Esporte,"R$ 116,56",DF,sim
202605-00551,2026-05-23,C29594,10,app,Android,Mercado,"R$ 142,16",RJ,nao
202605-00552,2026-05-18,C21593,7,app,Desktop,Eletrônicos,"R$ 39,33",BA,nao
202605-00553,2026-05-11,C17367,7,site,iOS,Esporte,"R$ 96,02",RJ,sim
202605-00554,2026-05-01,C26203,9,site,Android,Moda,"R$ 167,96",RS,sim
202605-00555,2026-05-21,C36592,4,marketplace,iOS,Moda,"R$ 137,08",CE,sim
202605-00556,2026-05-27,C24383,8,marketplace,Android,Esporte,"R$ 354,12",CE,sim
202605-00557,2026-05-19,C23094,10,app,Desktop,Beleza,"R$ 206,97",DF,nao
202605-00558,2026-05-26,C36270,7,site,Android,Moda,"R$ 159,46",BA,nao
202605-00559,2026-05-23,C14407,10,site,Desktop,Livros,"R$ 47,80",RJ,sim
202605-00560,2026-05-05,C13166,6,site,Android,Esporte,"R$ 70,75",SP,nao
202605-00561,2026-05-26,C37075,8,site,Android,Livros,"R$ 287,48",RJ,sim
202605-00562,2026-05-27,C11743,7,app,Android,Esporte,"R$ 22,80",SP,nao
202605-00563,2026-05-01,C28348,7,app,Android,Casa e Decoração,"R$ 230,31",MG,nao
202605-00564,2026-05-03,C32348,7,marketplace,Desktop,Casa e Decoração,"R$ 163,98",MG,nao
202605-00565,2026-05-23,C29586,6,marketplace,Android,Moda,"R$ 49,63",SP,nao
202605-00566,2026-05-10,C27642,9,app,iOS,Moda,"R$ 67,76",CE,nao
202605-00567,2026-05-22,C29230,10,app,iOS,Esporte,"R$ 181,16",DF,sim
202605-00568,2026-05-19,C13921,6,site,iOS,Eletrônicos,"R$ 79,20",BA,nao
202605-00569,2026-05-08,C29710,7,site,Desktop,Mercado,"R$ 102,76",PR,sim
202605-00570,2026-05-24,C13915,10,app,iOS,Beleza,"R$ 138,45",CE,nao
202605-00571,2026-05-23,C25545,6,site,iOS,Eletrônicos,"R$ 456,37",PE,nao
202605-00572,2026-05-09,C26373,8,app,iOS,Moda,"R$ 208,14",PE,sim
202605-00573,2026-05-11,C24802,7,app,Android,Eletrônicos,"R$ 156,68",RJ,sim
202605-00574,2026-05-22,C22227,7,marketplace,iOS,Esporte,"R$ 32,37",SP,sim
202605-00575,2026-05-10,C10906,10,app,Android,Casa e Decoração,"R$ 299,90",PE,sim
202605-00576,2026-05-21,C30344,6,marketplace,Android,Casa e Decoração,"R$ 56,17",PR,sim
202605-00577,2026-05-20,C22260,7,marketplace,Desktop,Livros,"R$ 129,11",MG,sim
202605-00578,2026-05-01,C30384,8,site,Android,Mercado,"R$ 138,95",CE,sim
202605-00579,2026-05-10,C13531,8,site,iOS,Esporte,"R$ 334,66",RS,sim
202605-00580,2026-05-07,C29775,7,marketplace,Android,Casa e Decoração,"R$ 58,28",CE,nao
202605-00581,2026-05-27,C22741,9,marketplace,Desktop,Livros,"R$ 383,15",DF,sim
202605-00582,2026-05-05,C17846,10,app,Android,Mercado,"R$ 55,34",BA,nao
202605-00583,2026-05-16,C36571,8,app,Android,Mercado,"R$ 28,29",SP,sim
202605-00584,2026-05-22,C31456,8,site,Android,Esporte,"R$ 82,79",RJ,nao
202605-00585,2026-05-10,C20496,10,site,Android,Casa e Decoração,"R$ 70,65",PR,nao
202605-00586,2026-05-03,C26071,5,app,,Eletrônicos,"R$ 87,37",PE,nao
202605-00587,2026-05-13,C20023,3,site,Android,Casa e Decoração,"R$ 205,57",SP,sim
202605-00588,2026-05-07,C12922,3,site,Android,Esporte,"R$ 123,96",SP,sim
202605-00589,2026-05-18,C10916,3,site,iOS,Moda,"R$ 97,10",SP,nao
202605-00590,2026-05-27,C37046,10,marketplace,Android,Esporte,"R$ 156,41",SP,sim
202605-00591,2026-05-07,C13232,5,site,iOS,Moda,"R$ 118,89",SP,nao
202605-00592,2026-05-16,C16774,8,app,Android,Eletrônicos,"R$ 169,16",PR,nao
202605-00593,2026-05-10,C10155,5,app,Android,Mercado,"R$ 183,97",RJ,nao
202605-00594,2026-05-27,C17483,1,marketplace,Desktop,Eletrônicos,"R$ 78,19",PE,sim
202605-00595,2026-05-20,C31906,7,app,Desktop,Livros,"R$ 189,30",PR,nao
202605-00596,2026-05-14,C32619,8,app,,Mercado,"R$ 45,43",RS,nao
202605-00597,2026-05-27,C35533,6,app,Android,Livros,"R$ 139,64",PR,nao
202605-00598,2026-05-05,C31723,8,app,iOS,Eletrônicos,"R$ 81,01",CE,sim
202605-00599,2026-05-03,C16008,7,app,iOS,Livros,"R$ 197,81",CE,nao
202605-00600,2026-05-10,C27572,5,marketplace,Desktop,Casa e Decoração,"R$ 114,24",PE,sim
202605-00601,2026-05-27,C39019,10,site,Desktop,Esporte,"R$ 44,85",PE,nao
202605-00602,2026-05-02,C25366,4,app,iOS,Eletrônicos,"R$ 210,30",DF,nao
202605-00603,2026-05-08,C24285,7,app,Android,Moda,"R$ 97,25",RJ,nao
